,Number of data used,Monte_Carlo_Run,Iteration,Num_Experiments,Target_Measurements,Target_IterBest,Target_CumBest,Initial_Data
33,random,1,13,14,[152.22068911320298],152.22068911320298,163.68216005041552,
34,random,1,14,15,[153.76270622403183],153.76270622403183,163.68216005041552,
35,random,1,15,16,[120.14447039437856],120.14447039437856,163.68216005041552,
36,random,1,16,17,[139.78164266941704],139.78164266941704,163.68216005041552,
37,random,1,17,18,[109.58044587207594],109.58044587207594,163.68216005041552,
38,random,1,18,19,[106.22927448999997],106.22927448999997,163.68216005041552,
39,random,1,19,20,[147.0022769034152],147.0022769034152,163.68216005041552,
40,random,2,0,1,[142.37274889861231],142.37274889861231,142.37274889861231,
41,random,2,1,2,[139.34604170468722],139.34604170468722,142.37274889861231,
42,random,2,2,3,[134.92790723134476],134.92790723134476,142.37274889861231,
43,random,2,3,4,[157.3709982220219],157.3709982220219,157.3709982220219,
44,random,2,4,5,[162.45475186999536],162.45475186999536,162.45475186999536,
45,random,2,5,6,[144.37198284311458],144.37198284311458,162.45475186999536,
46,random,2,6,7,[141.99720450911195],141.99720450911195,162.45475186999536,
47,random,2,7,8,[106.22927448999997],106.22927448999997,162.45475186999536,
48,random,2,8,9,[139.77718748970685],139.77718748970685,162.45475186999536,
49,random,2,9,10,[172.9382536276803],172.9382536276803,172.9382536276803,
50,random,2,10,11,[138.6573753120435],138.6573753120435,172.9382536276803,
51,random,2,11,12,[145.3396217994108],145.3396217994108,172.9382536276803,
52,random,2,12,13,[121.70683253959652],121.70683253959652,172.9382536276803,
53,random,2,13,14,[142.00747890081215],142.00747890081215,172.9382536276803,
54,random,2,14,15,[134.14889825638772],134.14889825638772,172.9382536276803,
55,random,2,15,16,[156.19085691648428],156.19085691648428,172.9382536276803,
56,random,2,16,17,[151.04621599946466],151.04621599946466,172.9382536276803,
57,random,2,17,18,[148.9973261341777],148.9973261341777,172.9382536276803,
58,random,2,18,19,[144.96028373864337],144.96028373864337,172.9382536276803,
59,random,2,19,20,[119.5667350783483],119.5667350783483,172.9382536276803,
60,random,3,0,1,[128.29589493037537],128.29589493037537,128.29589493037537,
61,random,3,1,2,[133.96956615054],133.96956615054,133.96956615054,
62,random,3,2,3,[143.75696615970708],143.75696615970708,143.75696615970708,
63,random,3,3,4,[134.92790723134476],134.92790723134476,143.75696615970708,
64,random,3,4,5,[122.9576937349564],122.9576937349564,143.75696615970708,
65,random,3,5,6,[139.8889943859047],139.8889943859047,143.75696615970708,
66,random,3,6,7,[148.72605678839184],148.72605678839184,148.72605678839184,
67,random,3,7,8,[113.43623595623639],113.43623595623639,148.72605678839184,
68,random,3,8,9,[149.57831360708985],149.57831360708985,149.57831360708985,
69,random,3,9,10,[151.04621599946466],151.04621599946466,151.04621599946466,
70,random,3,10,11,[135.00685581032218],135.00685581032218,151.04621599946466,
71,random,3,11,12,[157.2601275502924],157.2601275502924,157.2601275502924,
72,random,3,12,13,[142.00747890081215],142.00747890081215,157.2601275502924,
73,random,3,13,14,[123.93811332092741],123.93811332092741,157.2601275502924,
74,random,3,14,15,[137.6825662628294],137.6825662628294,157.2601275502924,
75,random,3,15,16,[146.13669614786681],146.13669614786681,157.2601275502924,
76,random,3,16,17,[122.3984434787847],122.3984434787847,157.2601275502924,
77,random,3,17,18,[142.37274889861231],142.37274889861231,157.2601275502924,
78,random,3,18,19,[106.22927448999997],106.22927448999997,157.2601275502924,
79,random,3,19,20,[143.56320631279337],143.56320631279337,157.2601275502924,
80,random,4,0,1,[121.70683253959652],121.70683253959652,121.70683253959652,
81,random,4,1,2,[148.38798148885505],148.38798148885505,148.38798148885505,
82,random,4,2,3,[83.16394518020324],83.16394518020324,148.38798148885505,
83,random,4,3,4,[113.78737139047261],113.78737139047261,148.38798148885505,
84,random,4,4,5,[153.81739983748278],153.81739983748278,153.81739983748278,
85,random,4,5,6,[172.9382536276803],172.9382536276803,172.9382536276803,
86,random,4,6,7,[123.8089980191226],123.8089980191226,172.9382536276803,
87,random,4,7,8,[144.37198284311458],144.37198284311458,172.9382536276803,
88,random,4,8,9,[145.51819311471445],145.51819311471445,172.9382536276803,
89,random,4,9,10,[137.90638877821684],137.90638877821684,172.9382536276803,
90,random,4,10,11,[120.14447039437856],120.14447039437856,172.9382536276803,
91,random,4,11,12,[134.92790723134476],134.92790723134476,172.9382536276803,
92,random,4,12,13,[141.23533652070077],141.23533652070077,172.9382536276803,
93,random,4,13,14,[143.50927187424523],143.50927187424523,172.9382536276803,
94,random,4,14,15,[150.79684372186182],150.79684372186182,172.9382536276803,
95,random,4,15,16,[147.49402922192442],147.49402922192442,172.9382536276803,
96,random,4,16,17,[164.95783085754786],164.95783085754786,172.9382536276803,
97,random,4,17,18,[137.6825662628294],137.6825662628294,172.9382536276803,
98,random,4,18,19,[127.64440554317409],127.64440554317409,172.9382536276803,
99,random,4,19,20,[127.23817967487085],127.23817967487085,172.9382536276803,
0,0,0,0,1,[164.95783085754786],164.95783085754786,164.95783085754786,
1,0,0,1,2,[141.23533652070077],141.23533652070077,164.95783085754786,
2,0,0,2,3,[144.96028373864337],144.96028373864337,164.95783085754786,
3,0,0,3,4,[156.29592045921626],156.29592045921626,164.95783085754786,
4,0,0,4,5,[158.10035989792027],158.10035989792027,164.95783085754786,
5,0,0,5,6,[163.68216005041552],163.68216005041552,164.95783085754786,
6,0,0,6,7,[172.9382536276803],172.9382536276803,172.9382536276803,
7,0,0,7,8,[158.1333799161532],158.1333799161532,172.9382536276803,
8,0,0,8,9,[106.22927448999997],106.22927448999997,172.9382536276803,
9,0,0,9,10,[151.04621599946466],151.04621599946466,172.9382536276803,
10,0,0,10,11,[157.3709982220219],157.3709982220219,172.9382536276803,
11,0,0,11,12,[166.22193370353094],166.22193370353094,172.9382536276803,
12,0,0,12,13,[153.76270622403183],153.76270622403183,172.9382536276803,
13,0,0,13,14,[172.10145777143768],172.10145777143768,172.9382536276803,
14,0,0,14,15,[146.76694916719543],146.76694916719543,172.9382536276803,
15,0,0,15,16,[162.45242842752012],162.45242842752012,172.9382536276803,
16,0,0,16,17,[135.00685581032218],135.00685581032218,172.9382536276803,
17,0,0,17,18,[164.58001172560898],164.58001172560898,172.9382536276803,
18,0,0,18,19,[162.45475186999536],162.45475186999536,172.9382536276803,
19,0,0,19,20,[155.4607999734539],155.4607999734539,172.9382536276803,
20,0,1,0,1,[120.14447039437856],120.14447039437856,120.14447039437856,
21,0,1,1,2,[139.78164266941704],139.78164266941704,139.78164266941704,
22,0,1,2,3,[121.70683253959652],121.70683253959652,139.78164266941704,
23,0,1,3,4,[137.6825662628294],137.6825662628294,139.78164266941704,
24,0,1,4,5,[143.50927187424523],143.50927187424523,143.50927187424523,
25,0,1,5,6,[148.38798148885505],148.38798148885505,148.38798148885505,
26,0,1,6,7,[153.81739983748278],153.81739983748278,153.81739983748278,
27,0,1,7,8,[139.34604170468722],139.34604170468722,153.81739983748278,
28,0,1,8,9,[157.2601275502924],157.2601275502924,157.2601275502924,
29,0,1,9,10,[143.56320631279337],143.56320631279337,157.2601275502924,
30,0,1,10,11,[158.1333799161532],158.1333799161532,158.1333799161532,
31,0,1,11,12,[162.45242842752012],162.45242842752012,162.45242842752012,
32,0,1,12,13,[152.22068911320298],152.22068911320298,162.45242842752012,
33,0,1,13,14,[164.95783085754786],164.95783085754786,164.95783085754786,
34,0,1,14,15,[141.99720450911195],141.99720450911195,164.95783085754786,
35,0,1,15,16,[172.10145777143768],172.10145777143768,172.10145777143768,
36,0,1,16,17,[148.9973261341777],148.9973261341777,172.10145777143768,
37,0,1,17,18,[163.68216005041552],163.68216005041552,172.10145777143768,
38,0,1,18,19,[156.29592045921626],156.29592045921626,172.10145777143768,
39,0,1,19,20,[166.22193370353094],166.22193370353094,172.10145777143768,
40,0,2,0,1,[115.70130494335822],115.70130494335822,115.70130494335822,
41,0,2,1,2,[120.2816580285045],120.2816580285045,120.2816580285045,
42,0,2,2,3,[106.22927448999997],106.22927448999997,120.2816580285045,
43,0,2,3,4,[113.43623595623639],113.43623595623639,120.2816580285045,
44,0,2,4,5,[119.5667350783483],119.5667350783483,120.2816580285045,
45,0,2,5,6,[123.93811332092741],123.93811332092741,123.93811332092741,
46,0,2,6,7,[127.23817967487085],127.23817967487085,127.23817967487085,
47,0,2,7,8,[123.8089980191226],123.8089980191226,127.23817967487085,
48,0,2,8,9,[127.64440554317409],127.64440554317409,127.64440554317409,
49,0,2,9,10,[123.14024426243438],123.14024426243438,127.64440554317409,
50,0,2,10,11,[122.9576937349564],122.9576937349564,127.64440554317409,
51,0,2,11,12,[133.96956615054],133.96956615054,133.96956615054,
52,0,2,12,13,[127.73307155344756],127.73307155344756,133.96956615054,
53,0,2,13,14,[150.79684372186182],150.79684372186182,150.79684372186182,
54,0,2,14,15,[121.70683253959652],121.70683253959652,150.79684372186182,
55,0,2,15,16,[139.8889943859047],139.8889943859047,150.79684372186182,
56,0,2,16,17,[137.6825662628294],137.6825662628294,150.79684372186182,
57,0,2,17,18,[146.14990683524644],146.14990683524644,150.79684372186182,
58,0,2,18,19,[148.38798148885505],148.38798148885505,150.79684372186182,
59,0,2,19,20,[157.2601275502924],157.2601275502924,157.2601275502924,
60,0,3,0,1,[144.96028373864337],144.96028373864337,144.96028373864337,
61,0,3,1,2,[113.43623595623639],113.43623595623639,144.96028373864337,
62,0,3,2,3,[158.10035989792027],158.10035989792027,158.10035989792027,
63,0,3,3,4,[120.2816580285045],120.2816580285045,158.10035989792027,
64,0,3,4,5,[156.29592045921626],156.29592045921626,158.10035989792027,
65,0,3,5,6,[151.04621599946466],151.04621599946466,158.10035989792027,
66,0,3,6,7,[158.1333799161532],158.1333799161532,158.1333799161532,
67,0,3,7,8,[157.3709982220219],157.3709982220219,158.1333799161532,
68,0,3,8,9,[155.4607999734539],155.4607999734539,158.1333799161532,
69,0,3,9,10,[162.45242842752012],162.45242842752012,162.45242842752012,
70,0,3,10,11,[135.00685581032218],135.00685581032218,162.45242842752012,
71,0,3,11,12,[153.76270622403183],153.76270622403183,162.45242842752012,
72,0,3,12,13,[152.22068911320298],152.22068911320298,162.45242842752012,
73,0,3,13,14,[172.9382536276803],172.9382536276803,172.9382536276803,
74,0,3,14,15,[163.68216005041552],163.68216005041552,172.9382536276803,
75,0,3,15,16,[166.22193370353094],166.22193370353094,172.9382536276803,
76,0,3,16,17,[172.10145777143768],172.10145777143768,172.9382536276803,
77,0,3,17,18,[146.76694916719543],146.76694916719543,172.9382536276803,
78,0,3,18,19,[164.95783085754786],164.95783085754786,172.9382536276803,
79,0,3,19,20,[164.58001172560898],164.58001172560898,172.9382536276803,
80,0,4,0,1,[142.37274889861231],142.37274889861231,142.37274889861231,
81,0,4,1,2,[172.10145777143768],172.10145777143768,172.10145777143768,
82,0,4,2,3,[164.95783085754786],164.95783085754786,172.10145777143768,
83,0,4,3,4,[162.45242842752012],162.45242842752012,172.10145777143768,
84,0,4,4,5,[125.55785596126495],125.55785596126495,172.10145777143768,
85,0,4,5,6,[151.04621599946466],151.04621599946466,172.10145777143768,
86,0,4,6,7,[106.22927448999997],106.22927448999997,172.10145777143768,
87,0,4,7,8,[156.29592045921626],156.29592045921626,172.10145777143768,
88,0,4,8,9,[144.96028373864337],144.96028373864337,172.10145777143768,
89,0,4,9,10,[163.68216005041552],163.68216005041552,172.10145777143768,
90,0,4,10,11,[166.22193370353094],166.22193370353094,172.10145777143768,
91,0,4,11,12,[164.58001172560898],164.58001172560898,172.10145777143768,
92,0,4,12,13,[147.49402922192442],147.49402922192442,172.10145777143768,
93,0,4,13,14,[157.3709982220219],157.3709982220219,172.10145777143768,
94,0,4,14,15,[172.9382536276803],172.9382536276803,172.9382536276803,
95,0,4,15,16,[153.76270622403183],153.76270622403183,172.9382536276803,
96,0,4,16,17,[158.10035989792027],158.10035989792027,172.9382536276803,
97,0,4,17,18,[146.76694916719543],146.76694916719543,172.9382536276803,
98,0,4,18,19,[158.1333799161532],158.1333799161532,172.9382536276803,
99,0,4,19,20,[162.45475186999536],162.45475186999536,172.9382536276803,
0,noTask_bb,0,0,1,[158.10035989792027],158.10035989792027,158.10035989792027,
1,noTask_bb,0,1,2,[125.78672619143359],125.78672619143359,158.10035989792027,
2,noTask_bb,0,2,3,[144.96028373864337],144.96028373864337,158.10035989792027,
3,noTask_bb,0,3,4,[146.76694916719543],146.76694916719543,158.10035989792027,
4,noTask_bb,0,4,5,[153.76270622403183],153.76270622403183,158.10035989792027,
5,noTask_bb,0,5,6,[120.14447039437856],120.14447039437856,158.10035989792027,
6,noTask_bb,0,6,7,[162.45475186999536],162.45475186999536,162.45475186999536,
7,noTask_bb,0,7,8,[151.04621599946466],151.04621599946466,162.45475186999536,
8,noTask_bb,0,8,9,[135.00685581032218],135.00685581032218,162.45475186999536,
9,noTask_bb,0,9,10,[148.9973261341777],148.9973261341777,162.45475186999536,
10,noTask_bb,0,10,11,[121.92929330241844],121.92929330241844,162.45475186999536,
11,noTask_bb,0,11,12,[119.10061804970184],119.10061804970184,162.45475186999536,
12,noTask_bb,0,12,13,[172.10145777143768],172.10145777143768,172.10145777143768,
13,noTask_bb,0,13,14,[164.95783085754786],164.95783085754786,172.10145777143768,
14,noTask_bb,0,14,15,[158.1333799161532],158.1333799161532,172.10145777143768,
15,noTask_bb,0,15,16,[141.23533652070077],141.23533652070077,172.10145777143768,
16,noTask_bb,0,16,17,[150.35400489203658],150.35400489203658,172.10145777143768,
17,noTask_bb,0,17,18,[157.3709982220219],157.3709982220219,172.10145777143768,
18,noTask_bb,0,18,19,[156.29592045921626],156.29592045921626,172.10145777143768,
19,noTask_bb,0,19,20,[152.22068911320298],152.22068911320298,172.10145777143768,
20,noTask_bb,1,0,1,[146.36334018327767],146.36334018327767,146.36334018327767,
21,noTask_bb,1,1,2,[125.78672619143359],125.78672619143359,146.36334018327767,
22,noTask_bb,1,2,3,[143.50927187424523],143.50927187424523,146.36334018327767,
23,noTask_bb,1,3,4,[145.51819311471445],145.51819311471445,146.36334018327767,
24,noTask_bb,1,4,5,[149.34474941658686],149.34474941658686,149.34474941658686,
25,noTask_bb,1,5,6,[121.92929330241844],121.92929330241844,149.34474941658686,
26,noTask_bb,1,6,7,[140.94417997843442],140.94417997843442,149.34474941658686,
27,noTask_bb,1,7,8,[152.22068911320298],152.22068911320298,152.22068911320298,
28,noTask_bb,1,8,9,[157.3709982220219],157.3709982220219,157.3709982220219,
29,noTask_bb,1,9,10,[144.96028373864337],144.96028373864337,157.3709982220219,
30,noTask_bb,1,10,11,[148.9973261341777],148.9973261341777,157.3709982220219,
31,noTask_bb,1,11,12,[139.34604170468722],139.34604170468722,157.3709982220219,
32,noTask_bb,1,12,13,[127.73307155344756],127.73307155344756,157.3709982220219,
33,noTask_bb,1,13,14,[106.22927448999997],106.22927448999997,157.3709982220219,
34,noTask_bb,1,14,15,[151.04621599946466],151.04621599946466,157.3709982220219,
35,noTask_bb,1,15,16,[158.1333799161532],158.1333799161532,158.1333799161532,
36,noTask_bb,1,16,17,[162.45242842752012],162.45242842752012,162.45242842752012,
37,noTask_bb,1,17,18,[141.23533652070077],141.23533652070077,162.45242842752012,
38,noTask_bb,1,18,19,[142.20137342601748],142.20137342601748,162.45242842752012,
39,noTask_bb,1,19,20,[113.43623595623639],113.43623595623639,162.45242842752012,
40,noTask_bb,2,0,1,[143.56320631279337],143.56320631279337,143.56320631279337,
41,noTask_bb,2,1,2,[125.78672619143359],125.78672619143359,143.56320631279337,
42,noTask_bb,2,2,3,[121.92929330241844],121.92929330241844,143.56320631279337,
43,noTask_bb,2,3,4,[142.37274889861231],142.37274889861231,143.56320631279337,
44,noTask_bb,2,4,5,[140.94417997843442],140.94417997843442,143.56320631279337,
45,noTask_bb,2,5,6,[138.36535852769708],138.36535852769708,143.56320631279337,
46,noTask_bb,2,6,7,[153.81739983748278],153.81739983748278,153.81739983748278,
47,noTask_bb,2,7,8,[139.34604170468722],139.34604170468722,153.81739983748278,
48,noTask_bb,2,8,9,[157.2601275502924],157.2601275502924,157.2601275502924,
49,noTask_bb,2,9,10,[158.1333799161532],158.1333799161532,158.1333799161532,
50,noTask_bb,2,10,11,[162.45242842752012],162.45242842752012,162.45242842752012,
51,noTask_bb,2,11,12,[155.4607999734539],155.4607999734539,162.45242842752012,
52,noTask_bb,2,12,13,[152.22068911320298],152.22068911320298,162.45242842752012,
53,noTask_bb,2,13,14,[148.9973261341777],148.9973261341777,162.45242842752012,
54,noTask_bb,2,14,15,[144.96028373864337],144.96028373864337,162.45242842752012,
55,noTask_bb,2,15,16,[106.22927448999997],106.22927448999997,162.45242842752012,
56,noTask_bb,2,16,17,[150.79684372186182],150.79684372186182,162.45242842752012,
57,noTask_bb,2,17,18,[140.38367430411716],140.38367430411716,162.45242842752012,
58,noTask_bb,2,18,19,[153.76270622403183],153.76270622403183,162.45242842752012,
59,noTask_bb,2,19,20,[150.35400489203658],150.35400489203658,162.45242842752012,
60,noTask_bb,3,0,1,[113.43623595623639],113.43623595623639,113.43623595623639,
61,noTask_bb,3,1,2,[143.56320631279337],143.56320631279337,143.56320631279337,
62,noTask_bb,3,2,3,[121.92929330241844],121.92929330241844,143.56320631279337,
63,noTask_bb,3,3,4,[142.37274889861231],142.37274889861231,143.56320631279337,
64,noTask_bb,3,4,5,[156.19085691648428],156.19085691648428,156.19085691648428,
65,noTask_bb,3,5,6,[137.6825662628294],137.6825662628294,156.19085691648428,
66,noTask_bb,3,6,7,[157.2601275502924],157.2601275502924,157.2601275502924,
67,noTask_bb,3,7,8,[141.5965383612692],141.5965383612692,157.2601275502924,
68,noTask_bb,3,8,9,[158.1333799161532],158.1333799161532,158.1333799161532,
69,noTask_bb,3,9,10,[142.20137342601748],142.20137342601748,158.1333799161532,
70,noTask_bb,3,10,11,[162.45242842752012],162.45242842752012,162.45242842752012,
71,noTask_bb,3,11,12,[155.4607999734539],155.4607999734539,162.45242842752012,
72,noTask_bb,3,12,13,[146.76694916719543],146.76694916719543,162.45242842752012,
73,noTask_bb,3,13,14,[141.99720450911195],141.99720450911195,162.45242842752012,
74,noTask_bb,3,14,15,[120.14447039437856],120.14447039437856,162.45242842752012,
75,noTask_bb,3,15,16,[162.45475186999536],162.45475186999536,162.45475186999536,
76,noTask_bb,3,16,17,[148.9973261341777],148.9973261341777,162.45475186999536,
77,noTask_bb,3,17,18,[153.76270622403183],153.76270622403183,162.45475186999536,
78,noTask_bb,3,18,19,[144.96028373864337],144.96028373864337,162.45475186999536,
79,noTask_bb,3,19,20,[125.78672619143359],125.78672619143359,162.45475186999536,
80,noTask_bb,4,0,1,[142.37274889861231],142.37274889861231,142.37274889861231,
81,noTask_bb,4,1,2,[125.78672619143359],125.78672619143359,142.37274889861231,
82,noTask_bb,4,2,3,[140.94417997843442],140.94417997843442,142.37274889861231,
83,noTask_bb,4,3,4,[142.7204626430639],142.7204626430639,142.7204626430639,
84,noTask_bb,4,4,5,[153.81739983748278],153.81739983748278,153.81739983748278,
85,noTask_bb,4,5,6,[140.38367430411716],140.38367430411716,153.81739983748278,
86,noTask_bb,4,6,7,[139.34604170468722],139.34604170468722,153.81739983748278,
87,noTask_bb,4,7,8,[157.2601275502924],157.2601275502924,157.2601275502924,
88,noTask_bb,4,8,9,[156.19085691648428],156.19085691648428,157.2601275502924,
89,noTask_bb,4,9,10,[162.45242842752012],162.45242842752012,162.45242842752012,
90,noTask_bb,4,10,11,[153.76270622403183],153.76270622403183,162.45242842752012,
91,noTask_bb,4,11,12,[141.5965383612692],141.5965383612692,162.45242842752012,
92,noTask_bb,4,12,13,[133.96956615054],133.96956615054,162.45242842752012,
93,noTask_bb,4,13,14,[144.96028373864337],144.96028373864337,162.45242842752012,
94,noTask_bb,4,14,15,[148.9973261341777],148.9973261341777,162.45242842752012,
95,noTask_bb,4,15,16,[117.25187832749276],117.25187832749276,162.45242842752012,
96,noTask_bb,4,16,17,[158.1333799161532],158.1333799161532,162.45242842752012,
97,noTask_bb,4,17,18,[152.22068911320298],152.22068911320298,162.45242842752012,
98,noTask_bb,4,18,19,[141.23533652070077],141.23533652070077,162.45242842752012,
99,noTask_bb,4,19,20,[157.3709982220219],157.3709982220219,162.45242842752012,
0,2,0,0,1,[121.70683253959652],121.70683253959652,121.70683253959652,0.0
1,2,0,1,2,[148.72605678839184],148.72605678839184,148.72605678839184,0.0
2,2,0,2,3,[83.16394518020324],83.16394518020324,148.72605678839184,0.0
3,2,0,3,4,[164.95783085754786],164.95783085754786,164.95783085754786,0.0
4,2,0,4,5,[106.22927448999997],106.22927448999997,164.95783085754786,0.0
5,2,0,5,6,[135.00685581032218],135.00685581032218,164.95783085754786,0.0
6,2,0,6,7,[158.1333799161532],158.1333799161532,164.95783085754786,0.0
7,2,0,7,8,[141.99720450911195],141.99720450911195,164.95783085754786,0.0
8,2,0,8,9,[157.3709982220219],157.3709982220219,164.95783085754786,0.0
9,2,0,9,10,[151.04621599946466],151.04621599946466,164.95783085754786,0.0
10,2,0,10,11,[141.23533652070077],141.23533652070077,164.95783085754786,0.0
11,2,0,11,12,[123.93811332092741],123.93811332092741,164.95783085754786,0.0
12,2,0,12,13,[123.14024426243438],123.14024426243438,164.95783085754786,0.0
13,2,0,13,14,[137.6825662628294],137.6825662628294,164.95783085754786,0.0
14,2,0,14,15,[163.68216005041552],163.68216005041552,164.95783085754786,0.0
15,2,0,15,16,[150.35400489203658],150.35400489203658,164.95783085754786,0.0
16,2,0,16,17,[162.45242842752012],162.45242842752012,164.95783085754786,0.0
17,2,0,17,18,[143.50927187424523],143.50927187424523,164.95783085754786,0.0
18,2,0,18,19,[117.25187832749276],117.25187832749276,164.95783085754786,0.0
19,2,0,19,20,[109.58044587207594],109.58044587207594,164.95783085754786,0.0
20,2,0,0,1,[137.6825662628294],137.6825662628294,137.6825662628294,1.0
21,2,0,1,2,[141.23533652070077],141.23533652070077,141.23533652070077,1.0
22,2,0,2,3,[106.22927448999997],106.22927448999997,141.23533652070077,1.0
23,2,0,3,4,[109.58044587207594],109.58044587207594,141.23533652070077,1.0
24,2,0,4,5,[149.34474941658686],149.34474941658686,149.34474941658686,1.0
25,2,0,5,6,[148.72605678839184],148.72605678839184,149.34474941658686,1.0
26,2,0,6,7,[147.49402922192442],147.49402922192442,149.34474941658686,1.0
27,2,0,7,8,[139.77718748970685],139.77718748970685,149.34474941658686,1.0
28,2,0,8,9,[138.36535852769708],138.36535852769708,149.34474941658686,1.0
29,2,0,9,10,[121.70683253959652],121.70683253959652,149.34474941658686,1.0
30,2,0,10,11,[145.51819311471445],145.51819311471445,149.34474941658686,1.0
31,2,0,11,12,[141.5965383612692],141.5965383612692,149.34474941658686,1.0
32,2,0,12,13,[143.1990010858288],143.1990010858288,149.34474941658686,1.0
33,2,0,13,14,[142.20137342601748],142.20137342601748,149.34474941658686,1.0
34,2,0,14,15,[138.6573753120435],138.6573753120435,149.34474941658686,1.0
35,2,0,15,16,[147.0022769034152],147.0022769034152,149.34474941658686,1.0
36,2,0,16,17,[143.75696615970708],143.75696615970708,149.34474941658686,1.0
37,2,0,17,18,[142.7204626430639],142.7204626430639,149.34474941658686,1.0
38,2,0,18,19,[140.94417997843442],140.94417997843442,149.34474941658686,1.0
39,2,0,19,20,[145.3396217994108],145.3396217994108,149.34474941658686,1.0
40,2,0,0,1,[113.43623595623639],113.43623595623639,113.43623595623639,2.0
41,2,0,1,2,[106.22927448999997],106.22927448999997,113.43623595623639,2.0
42,2,0,2,3,[139.77718748970685],139.77718748970685,139.77718748970685,2.0
43,2,0,3,4,[149.34474941658686],149.34474941658686,149.34474941658686,2.0
44,2,0,4,5,[148.72605678839184],148.72605678839184,149.34474941658686,2.0
45,2,0,5,6,[145.3396217994108],145.3396217994108,149.34474941658686,2.0
46,2,0,6,7,[121.70683253959652],121.70683253959652,149.34474941658686,2.0
47,2,0,7,8,[145.51819311471445],145.51819311471445,149.34474941658686,2.0
48,2,0,8,9,[141.5965383612692],141.5965383612692,149.34474941658686,2.0
49,2,0,9,10,[147.49402922192442],147.49402922192442,149.34474941658686,2.0
50,2,0,10,11,[138.36535852769708],138.36535852769708,149.34474941658686,2.0
51,2,0,11,12,[138.6573753120435],138.6573753120435,149.34474941658686,2.0
52,2,0,12,13,[147.0022769034152],147.0022769034152,149.34474941658686,2.0
53,2,0,13,14,[143.1990010858288],143.1990010858288,149.34474941658686,2.0
54,2,0,14,15,[140.94417997843442],140.94417997843442,149.34474941658686,2.0
55,2,0,15,16,[135.58222778383404],135.58222778383404,149.34474941658686,2.0
56,2,0,16,17,[143.75696615970708],143.75696615970708,149.34474941658686,2.0
57,2,0,17,18,[142.20137342601748],142.20137342601748,149.34474941658686,2.0
58,2,0,18,19,[148.38798148885505],148.38798148885505,149.34474941658686,2.0
59,2,0,19,20,[157.2601275502924],157.2601275502924,157.2601275502924,2.0
60,2,0,0,1,[139.77718748970685],139.77718748970685,139.77718748970685,3.0
61,2,0,1,2,[141.23533652070077],141.23533652070077,141.23533652070077,3.0
62,2,0,2,3,[150.35400489203658],150.35400489203658,150.35400489203658,3.0
63,2,0,3,4,[127.64440554317409],127.64440554317409,150.35400489203658,3.0
64,2,0,4,5,[109.58044587207594],109.58044587207594,150.35400489203658,3.0
65,2,0,5,6,[106.22927448999997],106.22927448999997,150.35400489203658,3.0
