,Number of data used,Random_Seed,Iteration,Num_Experiments,Target_Measurements,Target_IterBest,Target_CumBest,Initial_Data
37,15,1337,7,9,[1.5204081632653061],1.5204081632653061,76.13793103448276,3.0
38,15,1337,8,10,[98.0689655172414],98.0689655172414,98.0689655172414,3.0
39,15,1337,9,11,[74.04081632653062],74.04081632653062,98.0689655172414,3.0
40,15,1337,0,1,[16.908163265306122],16.908163265306122,16.908163265306122,4.0
41,15,1337,1,2,[55.42857142857143],55.42857142857143,55.42857142857143,4.0
42,15,1337,2,3,[1.5204081632653061],1.5204081632653061,55.42857142857143,4.0
43,15,1337,3,4,[42.02040816326531],42.02040816326531,55.42857142857143,4.0
44,15,1337,4,6,"[5.051020408163265, 5.051020408163265]",5.051020408163265,55.42857142857143,4.0
45,15,1337,5,7,[0.5514285714285714],0.5514285714285714,55.42857142857143,4.0
46,15,1337,6,8,[8.908163265306124],8.908163265306124,55.42857142857143,4.0
47,15,1337,7,9,[74.04081632653062],74.04081632653062,74.04081632653062,4.0
48,15,1337,8,10,[76.13793103448276],76.13793103448276,76.13793103448276,4.0
49,15,1337,9,11,[11.326530612244898],11.326530612244898,76.13793103448276,4.0
50,15,1337,0,1,[0.5514285714285714],0.5514285714285714,0.5514285714285714,5.0
51,15,1337,1,2,[1.5204081632653061],1.5204081632653061,1.5204081632653061,5.0
52,15,1337,2,4,"[5.051020408163265, 5.051020408163265]",5.051020408163265,5.051020408163265,5.0
53,15,1337,3,9,"[5.981632653061224, 82.55102040816327, 35.795918367346935, 16.18877551020408, 16.18877551020408]",82.55102040816327,82.55102040816327,5.0
54,15,1337,4,10,[55.42857142857143],55.42857142857143,82.55102040816327,5.0
55,15,1337,5,11,[11.326530612244898],11.326530612244898,82.55102040816327,5.0
56,15,1337,6,12,[8.908163265306124],8.908163265306124,82.55102040816327,5.0
57,15,1337,7,13,[16.908163265306122],16.908163265306122,82.55102040816327,5.0
58,15,1337,8,14,[98.0689655172414],98.0689655172414,98.0689655172414,5.0
59,15,1337,9,15,[74.04081632653062],74.04081632653062,98.0689655172414,5.0
60,15,1337,0,3,"[31.122448979591837, 74.48979591836735, 74.48979591836735]",74.48979591836735,74.48979591836735,6.0
61,15,1337,1,5,"[5.051020408163265, 5.051020408163265]",5.051020408163265,74.48979591836735,6.0
62,15,1337,2,6,[16.908163265306122],16.908163265306122,74.48979591836735,6.0
63,15,1337,3,7,[1.5204081632653061],1.5204081632653061,74.48979591836735,6.0
64,15,1337,4,8,[55.42857142857143],55.42857142857143,74.48979591836735,6.0
65,15,1337,5,13,"[13.000219454081632, 13.000219454081632, 13.000219454081632, 4.730210224489796, 72.83892597959183]",72.83892597959183,74.48979591836735,6.0
66,15,1337,6,14,[11.326530612244898],11.326530612244898,74.48979591836735,6.0
67,15,1337,7,15,[8.908163265306124],8.908163265306124,74.48979591836735,6.0
68,15,1337,8,16,[24.816326530612244],24.816326530612244,74.48979591836735,6.0
69,15,1337,9,18,"[15.010204081632654, 48.755102040816325]",48.755102040816325,74.48979591836735,6.0
70,15,1337,0,1,[74.04081632653062],74.04081632653062,74.04081632653062,7.0
71,15,1337,1,2,[55.42857142857143],55.42857142857143,74.04081632653062,7.0
72,15,1337,2,3,[0.5514285714285714],0.5514285714285714,74.04081632653062,7.0
73,15,1337,3,4,[16.908163265306122],16.908163265306122,74.04081632653062,7.0
74,15,1337,4,6,"[5.051020408163265, 5.051020408163265]",5.051020408163265,74.04081632653062,7.0
75,15,1337,5,7,[98.0689655172414],98.0689655172414,98.0689655172414,7.0
76,15,1337,6,8,[1.5204081632653061],1.5204081632653061,98.0689655172414,7.0
77,15,1337,7,9,[8.908163265306124],8.908163265306124,98.0689655172414,7.0
78,15,1337,8,10,[11.326530612244898],11.326530612244898,98.0689655172414,7.0
79,15,1337,9,13,"[28.06122448979592, 28.06122448979592, 11.73469387755102]",28.06122448979592,98.0689655172414,7.0
80,15,1337,0,1,[0.5514285714285714],0.5514285714285714,0.5514285714285714,8.0
81,15,1337,1,2,[55.42857142857143],55.42857142857143,55.42857142857143,8.0
82,15,1337,2,4,"[5.051020408163265, 5.051020408163265]",5.051020408163265,55.42857142857143,8.0
83,15,1337,3,5,[8.908163265306124],8.908163265306124,55.42857142857143,8.0
84,15,1337,4,6,[16.908163265306122],16.908163265306122,55.42857142857143,8.0
85,15,1337,5,7,[22.653061224489797],22.653061224489797,55.42857142857143,8.0
86,15,1337,6,8,[1.5204081632653061],1.5204081632653061,55.42857142857143,8.0
87,15,1337,7,9,[11.326530612244898],11.326530612244898,55.42857142857143,8.0
88,15,1337,8,10,[82.26530612244899],82.26530612244899,82.26530612244899,8.0
89,15,1337,9,11,[74.04081632653062],74.04081632653062,82.26530612244899,8.0
90,15,1337,0,1,[48.42857142857143],48.42857142857143,48.42857142857143,9.0
91,15,1337,1,2,[8.908163265306124],8.908163265306124,48.42857142857143,9.0
92,15,1337,2,3,[0.5514285714285714],0.5514285714285714,48.42857142857143,9.0
93,15,1337,3,4,[16.908163265306122],16.908163265306122,48.42857142857143,9.0
94,15,1337,4,5,[55.42857142857143],55.42857142857143,55.42857142857143,9.0
95,15,1337,5,6,[11.326530612244898],11.326530612244898,55.42857142857143,9.0
96,15,1337,6,7,[1.5204081632653061],1.5204081632653061,55.42857142857143,9.0
97,15,1337,7,8,[98.0689655172414],98.0689655172414,98.0689655172414,9.0
98,15,1337,8,10,"[5.051020408163265, 5.051020408163265]",5.051020408163265,98.0689655172414,9.0
99,15,1337,9,13,"[28.06122448979592, 28.06122448979592, 11.73469387755102]",28.06122448979592,98.0689655172414,9.0
0,30,1337,0,1,[1.5204081632653061],1.5204081632653061,1.5204081632653061,0.0
1,30,1337,1,2,[8.908163265306124],8.908163265306124,8.908163265306124,0.0
2,30,1337,2,3,[16.908163265306122],16.908163265306122,16.908163265306122,0.0
3,30,1337,3,4,[0.5514285714285714],0.5514285714285714,16.908163265306122,0.0
4,30,1337,4,5,[11.326530612244898],11.326530612244898,16.908163265306122,0.0
5,30,1337,5,8,"[34.69387755102041, 87.3469387755102, 87.3469387755102]",87.3469387755102,87.3469387755102,0.0
6,30,1337,6,11,"[11.73469387755102, 7.312925170068027, 7.312925170068027]",11.73469387755102,87.3469387755102,0.0
7,30,1337,7,13,"[12.653061224489797, 12.653061224489797]",12.653061224489797,87.3469387755102,0.0
8,30,1337,8,14,[55.42857142857143],55.42857142857143,87.3469387755102,0.0
9,30,1337,9,15,[82.26530612244899],82.26530612244899,87.3469387755102,0.0
10,30,1337,0,1,[1.5204081632653061],1.5204081632653061,1.5204081632653061,1.0
11,30,1337,1,2,[16.510204081632654],16.510204081632654,16.510204081632654,1.0
12,30,1337,2,3,[98.0689655172414],98.0689655172414,98.0689655172414,1.0
13,30,1337,3,6,"[34.69387755102041, 87.3469387755102, 87.3469387755102]",87.3469387755102,98.0689655172414,1.0
14,30,1337,4,7,[11.326530612244898],11.326530612244898,98.0689655172414,1.0
15,30,1337,5,8,[55.42857142857143],55.42857142857143,98.0689655172414,1.0
16,30,1337,6,9,[0.5514285714285714],0.5514285714285714,98.0689655172414,1.0
17,30,1337,7,12,"[11.73469387755102, 7.312925170068027, 7.312925170068027]",11.73469387755102,98.0689655172414,1.0
18,30,1337,8,14,"[12.653061224489797, 12.653061224489797]",12.653061224489797,98.0689655172414,1.0
19,30,1337,9,15,[76.13793103448276],76.13793103448276,98.0689655172414,1.0
20,30,1337,0,5,"[5.981632653061224, 82.55102040816327, 35.795918367346935, 16.18877551020408, 16.18877551020408]",82.55102040816327,82.55102040816327,2.0
21,30,1337,1,7,"[12.653061224489797, 12.653061224489797]",12.653061224489797,82.55102040816327,2.0
22,30,1337,2,8,[1.5204081632653061],1.5204081632653061,82.55102040816327,2.0
23,30,1337,3,9,[16.908163265306122],16.908163265306122,82.55102040816327,2.0
24,30,1337,4,10,[55.42857142857143],55.42857142857143,82.55102040816327,2.0
25,30,1337,5,11,[98.0689655172414],98.0689655172414,98.0689655172414,2.0
26,30,1337,6,12,[74.04081632653062],74.04081632653062,98.0689655172414,2.0
27,30,1337,7,15,"[28.06122448979592, 11.73469387755102, 7.312925170068027]",28.06122448979592,98.0689655172414,2.0
28,30,1337,8,16,[11.326530612244898],11.326530612244898,98.0689655172414,2.0
29,30,1337,9,17,[0.5514285714285714],0.5514285714285714,98.0689655172414,2.0
30,30,1337,0,1,[1.5204081632653061],1.5204081632653061,1.5204081632653061,3.0
31,30,1337,1,3,"[5.051020408163265, 5.051020408163265]",5.051020408163265,5.051020408163265,3.0
32,30,1337,2,4,[16.510204081632654],16.510204081632654,16.510204081632654,3.0
33,30,1337,3,5,[76.13793103448276],76.13793103448276,76.13793103448276,3.0
34,30,1337,4,6,[55.42857142857143],55.42857142857143,76.13793103448276,3.0
35,30,1337,5,7,[0.5514285714285714],0.5514285714285714,76.13793103448276,3.0
36,30,1337,6,12,"[4.730210224489796, 72.83892597959183, 33.12521273469388, 13.000219454081632, 13.000219454081632]",72.83892597959183,76.13793103448276,3.0
37,30,1337,7,13,[74.04081632653062],74.04081632653062,76.13793103448276,3.0
38,30,1337,8,14,[30.42857142857143],30.42857142857143,76.13793103448276,3.0
39,30,1337,9,15,[11.326530612244898],11.326530612244898,76.13793103448276,3.0
40,30,1337,0,5,"[5.981632653061224, 82.55102040816327, 35.795918367346935, 16.18877551020408, 16.18877551020408]",82.55102040816327,82.55102040816327,4.0
41,30,1337,1,6,[16.908163265306122],16.908163265306122,82.55102040816327,4.0
42,30,1337,2,8,"[12.653061224489797, 12.653061224489797]",12.653061224489797,82.55102040816327,4.0
43,30,1337,3,11,"[77.55102040816327, 29.081632653061224, 4.285714285714286]",77.55102040816327,82.55102040816327,4.0
44,30,1337,4,12,[24.816326530612244],24.816326530612244,82.55102040816327,4.0
45,30,1337,5,13,[8.908163265306124],8.908163265306124,82.55102040816327,4.0
46,30,1337,6,14,[55.42857142857143],55.42857142857143,82.55102040816327,4.0
47,30,1337,7,15,[11.326530612244898],11.326530612244898,82.55102040816327,4.0
48,30,1337,8,16,[98.0689655172414],98.0689655172414,98.0689655172414,4.0
49,30,1337,9,17,[76.13793103448276],76.13793103448276,98.0689655172414,4.0
50,30,1337,0,1,[0.5514285714285714],0.5514285714285714,0.5514285714285714,5.0
51,30,1337,1,2,[11.326530612244898],11.326530612244898,11.326530612244898,5.0
52,30,1337,2,7,"[5.981632653061224, 82.55102040816327, 35.795918367346935, 16.18877551020408, 16.18877551020408]",82.55102040816327,82.55102040816327,5.0
53,30,1337,3,8,[16.908163265306122],16.908163265306122,82.55102040816327,5.0
54,30,1337,4,9,[55.42857142857143],55.42857142857143,82.55102040816327,5.0
55,30,1337,5,14,"[10.903127484693877, 3.0470889653061226, 57.416732918367344, 26.002738755102044, 10.903127484693877]",57.416732918367344,82.55102040816327,5.0
56,30,1337,6,17,"[77.55102040816327, 29.081632653061224, 29.081632653061224]",77.55102040816327,82.55102040816327,5.0
57,30,1337,7,18,[30.42857142857143],30.42857142857143,82.55102040816327,5.0
58,30,1337,8,19,[76.13793103448276],76.13793103448276,82.55102040816327,5.0
59,30,1337,9,21,"[12.653061224489797, 12.653061224489797]",12.653061224489797,82.55102040816327,5.0
60,30,1337,0,1,[0.5514285714285714],0.5514285714285714,0.5514285714285714,6.0
61,30,1337,1,3,"[5.051020408163265, 5.051020408163265]",5.051020408163265,5.051020408163265,6.0
62,30,1337,2,4,[16.908163265306122],16.908163265306122,16.908163265306122,6.0
63,30,1337,3,5,[8.908163265306124],8.908163265306124,16.908163265306122,6.0
64,30,1337,4,6,[55.42857142857143],55.42857142857143,55.42857142857143,6.0
65,30,1337,5,7,[48.42857142857143],48.42857142857143,55.42857142857143,6.0
66,30,1337,6,12,"[4.730210224489796, 72.83892597959183, 33.12521273469388, 13.000219454081632, 13.000219454081632]",72.83892597959183,72.83892597959183,6.0
67,30,1337,7,13,[30.42857142857143],30.42857142857143,72.83892597959183,6.0
68,30,1337,8,14,[1.5204081632653061],1.5204081632653061,72.83892597959183,6.0
69,30,1337,9,15,[11.326530612244898],11.326530612244898,72.83892597959183,6.0
70,30,1337,0,1,[0.5514285714285714],0.5514285714285714,0.5514285714285714,7.0
71,30,1337,1,3,"[5.051020408163265, 5.051020408163265]",5.051020408163265,5.051020408163265,7.0
72,30,1337,2,8,"[5.981632653061224, 82.55102040816327, 35.795918367346935, 16.18877551020408, 16.18877551020408]",82.55102040816327,82.55102040816327,7.0
73,30,1337,3,9,[16.908163265306122],16.908163265306122,82.55102040816327,7.0
74,30,1337,4,10,[55.42857142857143],55.42857142857143,82.55102040816327,7.0
75,30,1337,5,11,[48.42857142857143],48.42857142857143,82.55102040816327,7.0
76,30,1337,6,14,"[7.312925170068027, 28.06122448979592, 28.06122448979592]",28.06122448979592,82.55102040816327,7.0
77,30,1337,7,15,[1.5204081632653061],1.5204081632653061,82.55102040816327,7.0
78,30,1337,8,20,"[26.002738755102044, 10.903127484693877, 57.416732918367344, 26.002738755102044, 5.593839268707483]",57.416732918367344,82.55102040816327,7.0
79,30,1337,9,21,[11.326530612244898],11.326530612244898,82.55102040816327,7.0
80,30,1337,0,1,[1.5204081632653061],1.5204081632653061,1.5204081632653061,8.0
81,30,1337,1,2,[16.510204081632654],16.510204081632654,16.510204081632654,8.0
82,30,1337,2,3,[3.127551020408163],3.127551020408163,16.510204081632654,8.0
83,30,1337,3,4,[0.5514285714285714],0.5514285714285714,16.510204081632654,8.0
84,30,1337,4,5,[82.26530612244899],82.26530612244899,82.26530612244899,8.0
85,30,1337,5,8,"[29.081632653061224, 77.55102040816327, 77.55102040816327]",77.55102040816327,82.26530612244899,8.0
86,30,1337,6,9,[55.42857142857143],55.42857142857143,82.26530612244899,8.0
87,30,1337,7,12,"[11.73469387755102, 7.312925170068027, 7.312925170068027]",11.73469387755102,82.26530612244899,8.0
88,30,1337,8,14,"[12.653061224489797, 12.653061224489797]",12.653061224489797,82.26530612244899,8.0
89,30,1337,9,15,[76.13793103448276],76.13793103448276,82.26530612244899,8.0
90,30,1337,0,1,[1.5204081632653061],1.5204081632653061,1.5204081632653061,9.0
91,30,1337,1,2,[8.908163265306124],8.908163265306124,8.908163265306124,9.0
92,30,1337,2,3,[16.908163265306122],16.908163265306122,16.908163265306122,9.0
93,30,1337,3,8,"[5.981632653061224, 82.55102040816327, 35.795918367346935, 16.18877551020408, 16.18877551020408]",82.55102040816327,82.55102040816327,9.0
94,30,1337,4,9,[11.326530612244898],11.326530612244898,82.55102040816327,9.0
95,30,1337,5,12,"[4.285714285714286, 87.3469387755102, 87.3469387755102]",87.3469387755102,87.3469387755102,9.0
96,30,1337,6,15,"[11.73469387755102, 7.312925170068027, 7.312925170068027]",11.73469387755102,87.3469387755102,9.0
97,30,1337,7,16,[0.5514285714285714],0.5514285714285714,87.3469387755102,9.0
98,30,1337,8,17,[98.0689655172414],98.0689655172414,98.0689655172414,9.0
99,30,1337,9,19,"[12.653061224489797, 5.051020408163265]",12.653061224489797,98.0689655172414,9.0
