,Number of data used,Random_Seed,Iteration,Num_Experiments,Target_Measurements,Target_IterBest,Target_CumBest,Initial_Data
27,random,1339,7,8,[10.341296928327644],10.341296928327644,72.83892597959183,
28,random,1339,8,9,[30.558595673469387],30.558595673469387,72.83892597959183,
29,random,1339,9,10,[17.792347112244897],17.792347112244897,72.83892597959183,
30,random,1340,0,1,[4.739786081632652],4.739786081632652,4.739786081632652,
31,random,1340,1,2,[106.16956067346939],106.16956067346939,106.16956067346939,
32,random,1340,2,3,[5.857142857142857],5.857142857142857,106.16956067346939,
33,random,1340,3,4,[16.819132525510206],16.819132525510206,106.16956067346939,
34,random,1340,4,5,[10.440113823129252],10.440113823129252,106.16956067346939,
35,random,1340,5,6,[89.16876012244899],89.16876012244899,106.16956067346939,
36,random,1340,6,7,[87.95537822448979],87.95537822448979,106.16956067346939,
37,random,1340,7,8,[5.922400618367346],5.922400618367346,106.16956067346939,
38,random,1340,8,9,[15.925294224489797],15.925294224489797,106.16956067346939,
39,random,1340,9,10,[8.386978710884353],8.386978710884353,106.16956067346939,
40,random,1341,0,1,[87.95537822448979],87.95537822448979,87.95537822448979,
41,random,1341,1,2,[15.010204081632654],15.010204081632654,87.95537822448979,
42,random,1341,2,3,[85.53674851020409],85.53674851020409,87.95537822448979,
43,random,1341,3,4,[4.931436295918367],4.931436295918367,87.95537822448979,
44,random,1341,4,5,[85.91836734693878],85.91836734693878,87.95537822448979,
45,random,1341,5,6,[8.624161073825503],8.624161073825503,87.95537822448979,
46,random,1341,6,7,[6.040816326530612],6.040816326530612,87.95537822448979,
47,random,1341,7,8,[8.60936263605442],8.60936263605442,87.95537822448979,
48,random,1341,8,9,[16.925974596938776],16.925974596938776,87.95537822448979,
49,random,1341,9,10,[34.80983302040816],34.80983302040816,87.95537822448979,
50,random,1342,0,1,[27.02040816326531],27.02040816326531,27.02040816326531,
51,random,1342,1,2,[15.228933397959183],15.228933397959183,27.02040816326531,
52,random,1342,2,3,[83.87755102040816],83.87755102040816,83.87755102040816,
53,random,1342,3,4,[14.742805637755103],14.742805637755103,83.87755102040816,
54,random,1342,4,5,[21.112244897959187],21.112244897959187,83.87755102040816,
55,random,1342,5,6,[4.2705510061224485],4.2705510061224485,83.87755102040816,
56,random,1342,6,7,[10.70469798657718],10.70469798657718,83.87755102040816,
57,random,1342,7,8,[8.624161073825503],8.624161073825503,83.87755102040816,
58,random,1342,8,9,[87.3469387755102],87.3469387755102,87.3469387755102,
59,random,1342,9,10,[10.671140939597315],10.671140939597315,87.3469387755102,
60,random,1343,0,1,[8.976443197278911],8.976443197278911,8.976443197278911,
61,random,1343,1,2,[10.314328391156462],10.314328391156462,10.314328391156462,
62,random,1343,2,3,[7.721956506802721],7.721956506802721,10.314328391156462,
63,random,1343,3,4,[38.154624081632655],38.154624081632655,38.154624081632655,
64,random,1343,4,5,[8.809863901360544],8.809863901360544,38.154624081632655,
65,random,1343,5,6,[33.1258443877551],33.1258443877551,38.154624081632655,
66,random,1343,6,7,[10.443907173469388],10.443907173469388,38.154624081632655,
67,random,1343,7,8,[72.87861081632653],72.87861081632653,72.87861081632653,
68,random,1343,8,9,[17.5],17.5,72.87861081632653,
69,random,1343,9,10,[4.7927799551020405],4.7927799551020405,72.87861081632653,
70,random,1344,0,1,[10.453062119047619],10.453062119047619,10.453062119047619,
71,random,1344,1,2,[17.73469387755102],17.73469387755102,17.73469387755102,
72,random,1344,2,3,[10.935034102040817],10.935034102040817,17.73469387755102,
73,random,1344,3,4,[35.795918367346935],35.795918367346935,35.795918367346935,
74,random,1344,4,5,[29.660465071428572],29.660465071428572,35.795918367346935,
75,random,1344,5,6,[4.285714285714286],4.285714285714286,35.795918367346935,
76,random,1344,6,7,[17.24489795918367],17.24489795918367,35.795918367346935,
77,random,1344,7,8,[6.497064375510204],6.497064375510204,35.795918367346935,
78,random,1344,8,9,[10.443907173469388],10.443907173469388,35.795918367346935,
79,random,1344,9,10,[16.489580454081633],16.489580454081633,35.795918367346935,
80,random,1345,0,1,[60.2212063877551],60.2212063877551,60.2212063877551,
81,random,1345,1,2,[7.721956506802721],7.721956506802721,60.2212063877551,
82,random,1345,2,3,[33.813024551020405],33.813024551020405,60.2212063877551,
83,random,1345,3,4,[82.55102040816327],82.55102040816327,82.55102040816327,
84,random,1345,4,5,[14.669696071428573],14.669696071428573,82.55102040816327,
85,random,1345,5,6,[7.815796061224489],7.815796061224489,82.55102040816327,
86,random,1345,6,7,[5.051020408163265],5.051020408163265,82.55102040816327,
87,random,1345,7,8,[8.624161073825503],8.624161073825503,82.55102040816327,
88,random,1345,8,9,[31.763002653061225],31.763002653061225,82.55102040816327,
89,random,1345,9,10,[13.866874280612246],13.866874280612246,82.55102040816327,
90,random,1346,0,1,[10.033557046979865],10.033557046979865,10.033557046979865,
91,random,1346,1,2,[85.05217200000001],85.05217200000001,85.05217200000001,
92,random,1346,2,3,[10.887251452380953],10.887251452380953,85.05217200000001,
93,random,1346,3,4,[72.83892597959183],72.83892597959183,85.05217200000001,
94,random,1346,4,5,[16.836734693877553],16.836734693877553,85.05217200000001,
95,random,1346,5,6,[9.969928656462585],9.969928656462585,85.05217200000001,
96,random,1346,6,7,[6.233835436734693],6.233835436734693,85.05217200000001,
97,random,1346,7,8,[37.141242765306124],37.141242765306124,85.05217200000001,
98,random,1346,8,9,[12.683331717687075],12.683331717687075,85.05217200000001,
99,random,1346,9,10,[11.481281459183673],11.481281459183673,85.05217200000001,
0,0,1337,0,1,[9.93288590604027],9.93288590604027,9.93288590604027,
1,0,1337,1,2,[1.5204081632653061],1.5204081632653061,9.93288590604027,
2,0,1337,2,3,[74.04081632653062],74.04081632653062,74.04081632653062,
3,0,1337,3,4,[3.127551020408163],3.127551020408163,74.04081632653062,
4,0,1337,4,5,[16.510204081632654],16.510204081632654,74.04081632653062,
5,0,1337,5,6,[55.42857142857143],55.42857142857143,74.04081632653062,
6,0,1337,6,9,"[4.285714285714286, 34.69387755102041, 4.285714285714286]",34.69387755102041,74.04081632653062,
7,0,1337,7,11,"[5.051020408163265, 5.051020408163265]",5.051020408163265,74.04081632653062,
8,0,1337,8,14,"[7.312925170068027, 28.06122448979592, 11.73469387755102]",28.06122448979592,74.04081632653062,
9,0,1337,9,15,[48.42857142857143],48.42857142857143,74.04081632653062,
10,0,1338,0,1,[80.86010428571429],80.86010428571429,80.86010428571429,
11,0,1338,1,2,[3.127551020408163],3.127551020408163,80.86010428571429,
12,0,1338,2,3,[30.42857142857143],30.42857142857143,80.86010428571429,
13,0,1338,3,4,[82.26530612244899],82.26530612244899,82.26530612244899,
14,0,1338,4,5,[62.632653061224495],62.632653061224495,82.26530612244899,
15,0,1338,5,6,[16.510204081632654],16.510204081632654,82.26530612244899,
16,0,1338,6,7,[98.0689655172414],98.0689655172414,98.0689655172414,
17,0,1338,7,8,[76.13793103448276],76.13793103448276,98.0689655172414,
18,0,1338,8,9,[8.908163265306124],8.908163265306124,98.0689655172414,
19,0,1338,9,10,[74.04081632653062],74.04081632653062,98.0689655172414,
20,0,1339,0,1,[7.312925170068027],7.312925170068027,7.312925170068027,
21,0,1339,1,2,[3.127551020408163],3.127551020408163,7.312925170068027,
22,0,1339,2,7,"[90.82263965306123, 11.186460489795918, 39.612090255102046, 39.612090255102046, 17.619457571428573]",90.82263965306123,90.82263965306123,
23,0,1339,3,8,[16.908163265306122],16.908163265306122,90.82263965306123,
24,0,1339,4,9,[55.42857142857143],55.42857142857143,90.82263965306123,
25,0,1339,5,10,[1.5204081632653061],1.5204081632653061,90.82263965306123,
26,0,1339,6,13,"[87.3469387755102, 4.285714285714286, 34.69387755102041]",87.3469387755102,90.82263965306123,
27,0,1339,7,14,[98.0689655172414],98.0689655172414,98.0689655172414,
28,0,1339,8,15,[8.908163265306124],8.908163265306124,98.0689655172414,
29,0,1339,9,16,[76.13793103448276],76.13793103448276,98.0689655172414,
30,0,1340,0,1,[4.739786081632652],4.739786081632652,4.739786081632652,
31,0,1340,1,2,[3.127551020408163],3.127551020408163,4.739786081632652,
32,0,1340,2,3,[16.510204081632654],16.510204081632654,16.510204081632654,
33,0,1340,3,4,[0.5514285714285714],0.5514285714285714,16.510204081632654,
34,0,1340,4,5,[55.42857142857143],55.42857142857143,55.42857142857143,
35,0,1340,5,6,[67.04081632653062],67.04081632653062,67.04081632653062,
36,0,1340,6,9,"[74.48979591836735, 4.081632653061225, 74.48979591836735]",74.48979591836735,74.48979591836735,
37,0,1340,7,12,"[28.06122448979592, 28.06122448979592, 11.73469387755102]",28.06122448979592,74.48979591836735,
38,0,1340,8,15,"[34.69387755102041, 87.3469387755102, 87.3469387755102]",87.3469387755102,87.3469387755102,
39,0,1340,9,17,"[5.051020408163265, 5.051020408163265]",5.051020408163265,87.3469387755102,
40,0,1341,0,1,[87.95537822448979],87.95537822448979,87.95537822448979,
41,0,1341,1,2,[0.5514285714285714],0.5514285714285714,87.95537822448979,
42,0,1341,2,3,[62.632653061224495],62.632653061224495,87.95537822448979,
43,0,1341,3,4,[74.04081632653062],74.04081632653062,87.95537822448979,
44,0,1341,4,9,"[10.341296928327644, 82.55102040816327, 10.341296928327644, 10.341296928327644, 16.18877551020408]",82.55102040816327,87.95537822448979,
45,0,1341,5,10,[11.326530612244898],11.326530612244898,87.95537822448979,
46,0,1341,6,11,[8.908163265306124],8.908163265306124,87.95537822448979,
47,0,1341,7,12,[90.0689655172414],90.0689655172414,90.0689655172414,
48,0,1341,8,14,"[15.010204081632654, 48.755102040816325]",48.755102040816325,90.0689655172414,
49,0,1341,9,15,[16.908163265306122],16.908163265306122,90.0689655172414,
50,0,1342,0,1,[27.02040816326531],27.02040816326531,27.02040816326531,
51,0,1342,1,2,[3.127551020408163],3.127551020408163,27.02040816326531,
52,0,1342,2,3,[26.63265306122449],26.63265306122449,27.02040816326531,
53,0,1342,3,4,[55.42857142857143],55.42857142857143,55.42857142857143,
54,0,1342,4,5,[67.04081632653062],67.04081632653062,67.04081632653062,
55,0,1342,5,6,[16.908163265306122],16.908163265306122,67.04081632653062,
56,0,1342,6,9,"[29.081632653061224, 29.081632653061224, 4.285714285714286]",29.081632653061224,67.04081632653062,
57,0,1342,7,10,[0.5514285714285714],0.5514285714285714,67.04081632653062,
58,0,1342,8,11,[8.908163265306124],8.908163265306124,67.04081632653062,
59,0,1342,9,12,[76.13793103448276],76.13793103448276,76.13793103448276,
60,0,1343,0,1,[8.976443197278911],8.976443197278911,8.976443197278911,
61,0,1343,1,2,[3.127551020408163],3.127551020408163,8.976443197278911,
62,0,1343,2,5,"[11.73469387755102, 28.06122448979592, 28.06122448979592]",28.06122448979592,28.06122448979592,
63,0,1343,3,6,[24.816326530612244],24.816326530612244,28.06122448979592,
64,0,1343,4,7,[0.5514285714285714],0.5514285714285714,28.06122448979592,
65,0,1343,5,8,[16.908163265306122],16.908163265306122,28.06122448979592,
66,0,1343,6,9,[55.42857142857143],55.42857142857143,55.42857142857143,
67,0,1343,7,12,"[4.285714285714286, 4.285714285714286, 87.3469387755102]",87.3469387755102,87.3469387755102,
68,0,1343,8,14,"[12.653061224489797, 12.653061224489797]",12.653061224489797,87.3469387755102,
69,0,1343,9,15,[76.13793103448276],76.13793103448276,87.3469387755102,
70,0,1344,0,1,[10.453062119047619],10.453062119047619,10.453062119047619,
71,0,1344,1,2,[0.5514285714285714],0.5514285714285714,10.453062119047619,
72,0,1344,2,3,[67.04081632653062],67.04081632653062,67.04081632653062,
73,0,1344,3,4,[55.42857142857143],55.42857142857143,67.04081632653062,
74,0,1344,4,5,[16.908163265306122],16.908163265306122,67.04081632653062,
75,0,1344,5,6,[11.326530612244898],11.326530612244898,67.04081632653062,
76,0,1344,6,9,"[7.312925170068027, 7.312925170068027, 28.06122448979592]",28.06122448979592,67.04081632653062,
77,0,1344,7,12,"[4.285714285714286, 87.3469387755102, 4.285714285714286]",87.3469387755102,87.3469387755102,
78,0,1344,8,14,"[5.051020408163265, 5.051020408163265]",5.051020408163265,87.3469387755102,
79,0,1344,9,15,[8.908163265306124],8.908163265306124,87.3469387755102,
80,0,1345,0,1,[60.2212063877551],60.2212063877551,60.2212063877551,
81,0,1345,1,2,[0.5514285714285714],0.5514285714285714,60.2212063877551,
82,0,1345,2,3,[62.632653061224495],62.632653061224495,62.632653061224495,
83,0,1345,3,8,"[5.981632653061224, 82.55102040816327, 35.795918367346935, 10.341296928327644, 5.981632653061224]",82.55102040816327,82.55102040816327,
84,0,1345,4,9,[48.42857142857143],48.42857142857143,82.55102040816327,
85,0,1345,5,10,[11.326530612244898],11.326530612244898,82.55102040816327,
86,0,1345,6,11,[8.908163265306124],8.908163265306124,82.55102040816327,
87,0,1345,7,12,[16.908163265306122],16.908163265306122,82.55102040816327,
88,0,1345,8,15,"[7.312925170068027, 28.06122448979592, 11.73469387755102]",28.06122448979592,82.55102040816327,
89,0,1345,9,17,"[5.051020408163265, 12.653061224489797]",12.653061224489797,82.55102040816327,
90,0,1346,0,1,[10.033557046979865],10.033557046979865,10.033557046979865,
91,0,1346,1,2,[1.5204081632653061],1.5204081632653061,10.033557046979865,
92,0,1346,2,7,"[16.18877551020408, 35.795918367346935, 35.795918367346935, 5.981632653061224, 10.341296928327644]",35.795918367346935,35.795918367346935,
93,0,1346,3,8,[3.127551020408163],3.127551020408163,35.795918367346935,
94,0,1346,4,9,[16.908163265306122],16.908163265306122,35.795918367346935,
95,0,1346,5,10,[55.42857142857143],55.42857142857143,55.42857142857143,
96,0,1346,6,13,"[34.69387755102041, 87.3469387755102, 4.285714285714286]",87.3469387755102,87.3469387755102,
97,0,1346,7,16,"[7.312925170068027, 7.312925170068027, 7.312925170068027]",7.312925170068027,87.3469387755102,
98,0,1346,8,18,"[5.051020408163265, 5.051020408163265]",5.051020408163265,87.3469387755102,
99,0,1346,9,19,[8.908163265306124],8.908163265306124,87.3469387755102,
0,5,1337,0,1,[30.42857142857143],30.42857142857143,30.42857142857143,0.0
1,5,1337,1,2,[11.326530612244898],11.326530612244898,30.42857142857143,0.0
2,5,1337,2,3,[16.908163265306122],16.908163265306122,30.42857142857143,0.0
3,5,1337,3,4,[67.04081632653062],67.04081632653062,67.04081632653062,0.0
4,5,1337,4,5,[82.26530612244899],82.26530612244899,82.26530612244899,0.0
5,5,1337,5,6,[0.5514285714285714],0.5514285714285714,82.26530612244899,0.0
6,5,1337,6,7,[74.04081632653062],74.04081632653062,82.26530612244899,0.0
7,5,1337,7,9,"[5.051020408163265, 5.051020408163265]",5.051020408163265,82.26530612244899,0.0
8,5,1337,8,10,[8.908163265306124],8.908163265306124,82.26530612244899,0.0
9,5,1337,9,11,[1.5204081632653061],1.5204081632653061,82.26530612244899,0.0
10,5,1337,0,1,[24.816326530612244],24.816326530612244,24.816326530612244,1.0
11,5,1337,1,6,"[5.981632653061224, 82.55102040816327, 35.795918367346935, 16.18877551020408, 16.18877551020408]",82.55102040816327,82.55102040816327,1.0
12,5,1337,2,8,"[12.653061224489797, 12.653061224489797]",12.653061224489797,82.55102040816327,1.0
13,5,1337,3,9,[55.42857142857143],55.42857142857143,82.55102040816327,1.0
14,5,1337,4,10,[16.908163265306122],16.908163265306122,82.55102040816327,1.0
15,5,1337,5,11,[0.5514285714285714],0.5514285714285714,82.55102040816327,1.0
16,5,1337,6,12,[74.04081632653062],74.04081632653062,82.55102040816327,1.0
17,5,1337,7,13,[8.908163265306124],8.908163265306124,82.55102040816327,1.0
18,5,1337,8,14,[21.112244897959187],21.112244897959187,82.55102040816327,1.0
19,5,1337,9,15,[11.326530612244898],11.326530612244898,82.55102040816327,1.0
20,5,1337,0,1,[24.816326530612244],24.816326530612244,24.816326530612244,2.0
21,5,1337,1,2,[11.326530612244898],11.326530612244898,24.816326530612244,2.0
22,5,1337,2,3,[16.908163265306122],16.908163265306122,24.816326530612244,2.0
23,5,1337,3,4,[67.04081632653062],67.04081632653062,67.04081632653062,2.0
24,5,1337,4,5,[82.26530612244899],82.26530612244899,82.26530612244899,2.0
25,5,1337,5,6,[74.04081632653062],74.04081632653062,82.26530612244899,2.0
26,5,1337,6,8,"[5.051020408163265, 5.051020408163265]",5.051020408163265,82.26530612244899,2.0
27,5,1337,7,9,[8.908163265306124],8.908163265306124,82.26530612244899,2.0
28,5,1337,8,10,[1.5204081632653061],1.5204081632653061,82.26530612244899,2.0
29,5,1337,9,12,"[48.755102040816325, 48.755102040816325]",48.755102040816325,82.26530612244899,2.0
30,5,1337,0,1,[48.42857142857143],48.42857142857143,48.42857142857143,3.0
31,5,1337,1,2,[82.26530612244899],82.26530612244899,82.26530612244899,3.0
32,5,1337,2,3,[0.5514285714285714],0.5514285714285714,82.26530612244899,3.0
33,5,1337,3,4,[16.908163265306122],16.908163265306122,82.26530612244899,3.0
34,5,1337,4,5,[55.42857142857143],55.42857142857143,82.26530612244899,3.0
35,5,1337,5,6,[11.326530612244898],11.326530612244898,82.26530612244899,3.0
36,5,1337,6,8,"[15.010204081632654, 15.010204081632654]",15.010204081632654,82.26530612244899,3.0
37,5,1337,7,9,[8.908163265306124],8.908163265306124,82.26530612244899,3.0
38,5,1337,8,10,[98.0689655172414],98.0689655172414,98.0689655172414,3.0
39,5,1337,9,11,[1.5204081632653061],1.5204081632653061,98.0689655172414,3.0
40,5,1337,0,2,"[15.010204081632654, 15.010204081632654]",15.010204081632654,15.010204081632654,4.0
41,5,1337,1,3,[11.326530612244898],11.326530612244898,15.010204081632654,4.0
42,5,1337,2,4,[16.908163265306122],16.908163265306122,16.908163265306122,4.0
43,5,1337,3,5,[82.26530612244899],82.26530612244899,82.26530612244899,4.0
44,5,1337,4,6,[55.42857142857143],55.42857142857143,82.26530612244899,4.0
45,5,1337,5,7,[0.5514285714285714],0.5514285714285714,82.26530612244899,4.0
46,5,1337,6,8,[74.04081632653062],74.04081632653062,82.26530612244899,4.0
47,5,1337,7,10,"[12.653061224489797, 12.653061224489797]",12.653061224489797,82.26530612244899,4.0
48,5,1337,8,11,[1.5204081632653061],1.5204081632653061,82.26530612244899,4.0
49,5,1337,9,12,[8.908163265306124],8.908163265306124,82.26530612244899,4.0
50,5,1337,0,2,"[5.051020408163265, 5.051020408163265]",5.051020408163265,5.051020408163265,5.0
51,5,1337,1,3,[16.908163265306122],16.908163265306122,16.908163265306122,5.0
52,5,1337,2,4,[55.42857142857143],55.42857142857143,55.42857142857143,5.0
53,5,1337,3,5,[24.816326530612244],24.816326530612244,55.42857142857143,5.0
54,5,1337,4,6,[89.96551724137932],89.96551724137932,89.96551724137932,5.0
55,5,1337,5,7,[11.326530612244898],11.326530612244898,89.96551724137932,5.0
56,5,1337,6,8,[8.908163265306124],8.908163265306124,89.96551724137932,5.0
57,5,1337,7,9,[1.5204081632653061],1.5204081632653061,89.96551724137932,5.0
58,5,1337,8,14,"[5.981632653061224, 82.55102040816327, 35.795918367346935, 16.18877551020408, 16.18877551020408]",82.55102040816327,89.96551724137932,5.0
59,5,1337,9,16,"[48.755102040816325, 48.755102040816325]",48.755102040816325,89.96551724137932,5.0
60,5,1337,0,1,[16.510204081632654],16.510204081632654,16.510204081632654,6.0
61,5,1337,1,3,"[5.051020408163265, 5.051020408163265]",5.051020408163265,16.510204081632654,6.0
62,5,1337,2,4,[24.816326530612244],24.816326530612244,24.816326530612244,6.0
63,5,1337,3,5,[82.26530612244899],82.26530612244899,82.26530612244899,6.0
64,5,1337,4,6,[55.42857142857143],55.42857142857143,82.26530612244899,6.0
65,5,1337,5,7,[74.04081632653062],74.04081632653062,82.26530612244899,6.0
66,5,1337,6,8,[11.326530612244898],11.326530612244898,82.26530612244899,6.0
67,5,1337,7,9,[76.13793103448276],76.13793103448276,82.26530612244899,6.0
68,5,1337,8,10,[0.5514285714285714],0.5514285714285714,82.26530612244899,6.0
69,5,1337,9,11,[21.112244897959187],21.112244897959187,82.26530612244899,6.0
70,5,1337,0,2,"[5.051020408163265, 5.051020408163265]",5.051020408163265,5.051020408163265,7.0
71,5,1337,1,3,[24.816326530612244],24.816326530612244,24.816326530612244,7.0
72,5,1337,2,4,[55.42857142857143],55.42857142857143,55.42857142857143,7.0
73,5,1337,3,5,[16.510204081632654],16.510204081632654,55.42857142857143,7.0
74,5,1337,4,6,[89.96551724137932],89.96551724137932,89.96551724137932,7.0
75,5,1337,5,7,[11.326530612244898],11.326530612244898,89.96551724137932,7.0
76,5,1337,6,8,[8.908163265306124],8.908163265306124,89.96551724137932,7.0
77,5,1337,7,9,[1.5204081632653061],1.5204081632653061,89.96551724137932,7.0
78,5,1337,8,10,[21.112244897959187],21.112244897959187,89.96551724137932,7.0
79,5,1337,9,11,[98.0689655172414],98.0689655172414,98.0689655172414,7.0
80,5,1337,0,1,[16.510204081632654],16.510204081632654,16.510204081632654,8.0
81,5,1337,1,2,[0.5514285714285714],0.5514285714285714,16.510204081632654,8.0
82,5,1337,2,3,[55.42857142857143],55.42857142857143,55.42857142857143,8.0
83,5,1337,3,4,[48.42857142857143],48.42857142857143,55.42857142857143,8.0
84,5,1337,4,5,[76.13793103448276],76.13793103448276,76.13793103448276,8.0
85,5,1337,5,6,[8.908163265306124],8.908163265306124,76.13793103448276,8.0
86,5,1337,6,7,[1.5204081632653061],1.5204081632653061,76.13793103448276,8.0
87,5,1337,7,8,[11.326530612244898],11.326530612244898,76.13793103448276,8.0
88,5,1337,8,11,"[11.73469387755102, 28.06122448979592, 28.06122448979592]",28.06122448979592,76.13793103448276,8.0
89,5,1337,9,12,[82.26530612244899],82.26530612244899,82.26530612244899,8.0
90,5,1337,0,1,[0.5514285714285714],0.5514285714285714,0.5514285714285714,9.0
91,5,1337,1,2,[3.127551020408163],3.127551020408163,3.127551020408163,9.0
92,5,1337,2,3,[55.42857142857143],55.42857142857143,55.42857142857143,9.0
93,5,1337,3,5,"[15.010204081632654, 15.010204081632654]",15.010204081632654,55.42857142857143,9.0
94,5,1337,4,6,[16.908163265306122],16.908163265306122,55.42857142857143,9.0
95,5,1337,5,7,[1.5204081632653061],1.5204081632653061,55.42857142857143,9.0
96,5,1337,6,8,[74.04081632653062],74.04081632653062,74.04081632653062,9.0
97,5,1337,7,9,[8.908163265306124],8.908163265306124,74.04081632653062,9.0
98,5,1337,8,11,"[12.653061224489797, 12.653061224489797]",12.653061224489797,74.04081632653062,9.0
99,5,1337,9,12,[82.26530612244899],82.26530612244899,82.26530612244899,9.0
0,15,1337,0,1,[76.13793103448276],76.13793103448276,76.13793103448276,0.0
1,15,1337,1,2,[55.42857142857143],55.42857142857143,76.13793103448276,0.0
2,15,1337,2,3,[11.326530612244898],11.326530612244898,76.13793103448276,0.0
3,15,1337,3,4,[16.510204081632654],16.510204081632654,76.13793103448276,0.0
4,15,1337,4,5,[24.816326530612244],24.816326530612244,76.13793103448276,0.0
5,15,1337,5,6,[98.0689655172414],98.0689655172414,98.0689655172414,0.0
6,15,1337,6,7,[8.908163265306124],8.908163265306124,98.0689655172414,0.0
7,15,1337,7,8,[74.04081632653062],74.04081632653062,98.0689655172414,0.0
8,15,1337,8,13,"[5.981632653061224, 82.55102040816327, 35.795918367346935, 16.18877551020408, 16.18877551020408]",82.55102040816327,98.0689655172414,0.0
9,15,1337,9,15,"[12.653061224489797, 12.653061224489797]",12.653061224489797,98.0689655172414,0.0
10,15,1337,0,1,[48.42857142857143],48.42857142857143,48.42857142857143,1.0
11,15,1337,1,2,[11.326530612244898],11.326530612244898,48.42857142857143,1.0
12,15,1337,2,3,[8.908163265306124],8.908163265306124,48.42857142857143,1.0
13,15,1337,3,4,[16.510204081632654],16.510204081632654,48.42857142857143,1.0
14,15,1337,4,5,[24.816326530612244],24.816326530612244,48.42857142857143,1.0
15,15,1337,5,8,"[34.69387755102041, 87.3469387755102, 87.3469387755102]",87.3469387755102,87.3469387755102,1.0
16,15,1337,6,10,"[5.051020408163265, 5.051020408163265]",5.051020408163265,87.3469387755102,1.0
17,15,1337,7,11,[98.0689655172414],98.0689655172414,98.0689655172414,1.0
18,15,1337,8,16,"[13.000219454081632, 13.000219454081632, 13.000219454081632, 4.730210224489796, 72.83892597959183]",72.83892597959183,98.0689655172414,1.0
19,15,1337,9,17,[55.42857142857143],55.42857142857143,98.0689655172414,1.0
20,15,1337,0,1,[16.510204081632654],16.510204081632654,16.510204081632654,2.0
21,15,1337,1,2,[0.5514285714285714],0.5514285714285714,16.510204081632654,2.0
22,15,1337,2,7,"[5.767614781632653, 83.34298736734694, 35.34747032653061, 16.252379612244898, 16.252379612244898]",83.34298736734694,83.34298736734694,2.0
23,15,1337,3,8,[11.326530612244898],11.326530612244898,83.34298736734694,2.0
24,15,1337,4,9,[55.42857142857143],55.42857142857143,83.34298736734694,2.0
25,15,1337,5,10,[8.908163265306124],8.908163265306124,83.34298736734694,2.0
26,15,1337,6,11,[98.0689655172414],98.0689655172414,98.0689655172414,2.0
27,15,1337,7,13,"[12.653061224489797, 12.653061224489797]",12.653061224489797,98.0689655172414,2.0
28,15,1337,8,14,[24.816326530612244],24.816326530612244,98.0689655172414,2.0
29,15,1337,9,15,[74.04081632653062],74.04081632653062,98.0689655172414,2.0
30,15,1337,0,2,"[5.051020408163265, 5.051020408163265]",5.051020408163265,5.051020408163265,3.0
31,15,1337,1,3,[8.908163265306124],8.908163265306124,8.908163265306124,3.0
32,15,1337,2,4,[0.5514285714285714],0.5514285714285714,8.908163265306124,3.0
33,15,1337,3,5,[16.908163265306122],16.908163265306122,16.908163265306122,3.0
34,15,1337,4,6,[55.42857142857143],55.42857142857143,55.42857142857143,3.0
35,15,1337,5,7,[11.326530612244898],11.326530612244898,55.42857142857143,3.0
36,15,1337,6,8,[76.13793103448276],76.13793103448276,76.13793103448276,3.0
