,Number of data used,Random_Seed,Iteration,Num_Experiments,Target_Measurements,Target_IterBest,Target_CumBest,Initial_Data
50,random,1338,20,21,[9.615934591836735],9.615934591836735,92.13238297959184,
51,random,1338,21,22,[18.530802030612243],18.530802030612243,92.13238297959184,
52,random,1338,22,23,[10.23190656462585],10.23190656462585,92.13238297959184,
53,random,1338,23,24,[78.12306740816327],78.12306740816327,92.13238297959184,
54,random,1338,24,25,[6.200526951020408],6.200526951020408,92.13238297959184,
55,random,1338,25,26,[87.01425775510204],87.01425775510204,92.13238297959184,
56,random,1338,26,27,[8.903317510204083],8.903317510204083,92.13238297959184,
57,random,1338,27,28,[89.86304389795919],89.86304389795919,92.13238297959184,
58,random,1338,28,29,[10.666297176870748],10.666297176870748,92.13238297959184,
59,random,1338,29,30,[34.59680153061225],34.59680153061225,92.13238297959184,
60,random,1339,0,1,[7.312925170068027],7.312925170068027,7.312925170068027,
61,random,1339,1,2,[13.000219454081632],13.000219454081632,13.000219454081632,
62,random,1339,2,3,[5.3178635979591835],5.3178635979591835,13.000219454081632,
63,random,1339,3,4,[12.159902044217688],12.159902044217688,13.000219454081632,
64,random,1339,4,5,[14.07755531122449],14.07755531122449,14.07755531122449,
65,random,1339,5,6,[104.77466310204082],104.77466310204082,104.77466310204082,
66,random,1339,6,7,[15.676815642857143],15.676815642857143,104.77466310204082,
67,random,1339,7,8,[35.795918367346935],35.795918367346935,104.77466310204082,
68,random,1339,8,9,[64.55074142857143],64.55074142857143,104.77466310204082,
69,random,1339,9,10,[40.766816020408164],40.766816020408164,104.77466310204082,
70,random,1339,10,11,[5.73469387755102],5.73469387755102,104.77466310204082,
71,random,1339,11,12,[3.0470889653061226],3.0470889653061226,104.77466310204082,
72,random,1339,12,13,[72.83892597959183],72.83892597959183,104.77466310204082,
73,random,1339,13,14,[71.48390544897958],71.48390544897958,104.77466310204082,
74,random,1339,14,15,[37.6530612244898],37.6530612244898,104.77466310204082,
75,random,1339,15,16,[9.192189394557824],9.192189394557824,104.77466310204082,
76,random,1339,16,17,[6.833394255102041],6.833394255102041,104.77466310204082,
77,random,1339,17,18,[7.379071222448979],7.379071222448979,104.77466310204082,
78,random,1339,18,19,[30.42857142857143],30.42857142857143,104.77466310204082,
79,random,1339,19,20,[20.890144408163266],20.890144408163266,104.77466310204082,
80,random,1339,20,21,[73.60376738775511],73.60376738775511,104.77466310204082,
81,random,1339,21,22,[19.234065586734694],19.234065586734694,104.77466310204082,
82,random,1339,22,23,[84.28571428571428],84.28571428571428,104.77466310204082,
83,random,1339,23,24,[82.55102040816327],82.55102040816327,104.77466310204082,
84,random,1339,24,25,[12.600539841836735],12.600539841836735,104.77466310204082,
85,random,1339,25,26,[74.04081632653062],74.04081632653062,104.77466310204082,
86,random,1339,26,27,[17.321416250000002],17.321416250000002,104.77466310204082,
87,random,1339,27,28,[4.691087791836734],4.691087791836734,104.77466310204082,
88,random,1339,28,29,[10.733404799319727],10.733404799319727,104.77466310204082,
89,random,1339,29,30,[89.18367346938776],89.18367346938776,104.77466310204082,
90,random,1340,0,1,[13.866874280612246],13.866874280612246,13.866874280612246,
91,random,1340,1,2,[45.610329367346935],45.610329367346935,45.610329367346935,
92,random,1340,2,3,[16.42857142857143],16.42857142857143,45.610329367346935,
93,random,1340,3,4,[87.01425775510204],87.01425775510204,87.01425775510204,
94,random,1340,4,5,[16.687922091836736],16.687922091836736,87.01425775510204,
95,random,1340,5,6,[6.212520406122448],6.212520406122448,87.01425775510204,
96,random,1340,6,7,[10.733404799319727],10.733404799319727,87.01425775510204,
97,random,1340,7,8,[16.925974596938776],16.925974596938776,87.01425775510204,
98,random,1340,8,9,[15.925294224489797],15.925294224489797,87.01425775510204,
99,random,1340,9,10,[10.234899328859061],10.234899328859061,87.01425775510204,
100,random,1340,10,11,[35.49189269387755],35.49189269387755,87.01425775510204,
101,random,1340,11,12,[31.122448979591837],31.122448979591837,87.01425775510204,
102,random,1340,12,13,[98.3061224489796],98.3061224489796,98.3061224489796,
103,random,1340,13,14,[10.443907173469388],10.443907173469388,98.3061224489796,
104,random,1340,14,15,[39.294622],39.294622,98.3061224489796,
105,random,1340,15,16,[33.12521273469388],33.12521273469388,98.3061224489796,
106,random,1340,16,17,[30.558595673469387],30.558595673469387,98.3061224489796,
107,random,1340,17,18,[6.833394255102041],6.833394255102041,98.3061224489796,
108,random,1340,18,19,[35.714285714285715],35.714285714285715,98.3061224489796,
109,random,1340,19,20,[40.2855089489796],40.2855089489796,98.3061224489796,
110,random,1340,20,21,[6.163265306122448],6.163265306122448,98.3061224489796,
111,random,1340,21,22,[35.91836734693878],35.91836734693878,98.3061224489796,
112,random,1340,22,23,[36.734693877551024],36.734693877551024,98.3061224489796,
113,random,1340,23,24,[31.04577706122449],31.04577706122449,98.3061224489796,
114,random,1340,24,25,[10.453062119047619],10.453062119047619,98.3061224489796,
115,random,1340,25,26,[4.730210224489796],4.730210224489796,98.3061224489796,
116,random,1340,26,27,[80.86010428571429],80.86010428571429,98.3061224489796,
117,random,1340,27,28,[11.981871653061225],11.981871653061225,98.3061224489796,
118,random,1340,28,29,[9.192189394557824],9.192189394557824,98.3061224489796,
119,random,1340,29,30,[35.795918367346935],35.795918367346935,98.3061224489796,
120,random,1341,0,1,[87.95537822448979],87.95537822448979,87.95537822448979,
121,random,1341,1,2,[15.010204081632654],15.010204081632654,87.95537822448979,
122,random,1341,2,3,[10.440113823129252],10.440113823129252,87.95537822448979,
123,random,1341,3,4,[3.0470889653061226],3.0470889653061226,87.95537822448979,
124,random,1341,4,5,[10.436241610738255],10.436241610738255,87.95537822448979,
125,random,1341,5,6,[4.597545071428571],4.597545071428571,87.95537822448979,
126,random,1341,6,7,[35.61224489795918],35.61224489795918,87.95537822448979,
127,random,1341,7,8,[4.931436295918367],4.931436295918367,87.95537822448979,
128,random,1341,8,9,[10.666297176870748],10.666297176870748,87.95537822448979,
129,random,1341,9,10,[36.224489795918366],36.224489795918366,87.95537822448979,
130,random,1341,10,11,[8.784165612244898],8.784165612244898,87.95537822448979,
131,random,1341,11,12,[35.10204081632653],35.10204081632653,87.95537822448979,
132,random,1341,12,13,[17.45150229591837],17.45150229591837,87.95537822448979,
133,random,1341,13,14,[14.27069250510204],14.27069250510204,87.95537822448979,
134,random,1341,14,15,[10.671866734693877],10.671866734693877,87.95537822448979,
135,random,1341,15,16,[10.671140939597315],10.671140939597315,87.95537822448979,
136,random,1341,16,17,[32.48681018367347],32.48681018367347,87.95537822448979,
137,random,1341,17,18,[4.2705510061224485],4.2705510061224485,87.95537822448979,
138,random,1341,18,19,[78.2713674489796],78.2713674489796,87.95537822448979,
139,random,1341,19,20,[80.37408295918368],80.37408295918368,87.95537822448979,
140,random,1341,20,21,[5.836734693877551],5.836734693877551,87.95537822448979,
141,random,1341,21,22,[34.59183673469388],34.59183673469388,87.95537822448979,
142,random,1341,22,23,[35.816326530612244],35.816326530612244,87.95537822448979,
143,random,1341,23,24,[16.252379612244898],16.252379612244898,87.95537822448979,
144,random,1341,24,25,[4.479122583673469],4.479122583673469,87.95537822448979,
145,random,1341,25,26,[80.86010428571429],80.86010428571429,87.95537822448979,
146,random,1341,26,27,[89.18367346938776],89.18367346938776,89.18367346938776,
147,random,1341,27,28,[6.070411044897959],6.070411044897959,89.18367346938776,
148,random,1341,28,29,[14.082741255102041],14.082741255102041,89.18367346938776,
149,random,1341,29,30,[33.813024551020405],33.813024551020405,89.18367346938776,
150,random,1342,0,1,[27.02040816326531],27.02040816326531,27.02040816326531,
151,random,1342,1,2,[80.37408295918368],80.37408295918368,80.37408295918368,
152,random,1342,2,3,[15.714285714285715],15.714285714285715,80.37408295918368,
153,random,1342,3,4,[11.590521411564627],11.590521411564627,80.37408295918368,
154,random,1342,4,5,[21.112244897959187],21.112244897959187,80.37408295918368,
155,random,1342,5,6,[85.05217200000001],85.05217200000001,85.05217200000001,
156,random,1342,6,7,[6.285714285714286],6.285714285714286,85.05217200000001,
157,random,1342,7,8,[5.3881987061224486],5.3881987061224486,85.05217200000001,
158,random,1342,8,9,[10.072743581632654],10.072743581632654,85.05217200000001,
159,random,1342,9,10,[11.73469387755102],11.73469387755102,85.05217200000001,
160,random,1342,10,11,[4.479122583673469],4.479122583673469,85.05217200000001,
161,random,1342,11,12,[8.266682585034014],8.266682585034014,85.05217200000001,
162,random,1342,12,13,[14.549997852040816],14.549997852040816,85.05217200000001,
163,random,1342,13,14,[76.55943377551021],76.55943377551021,85.05217200000001,
164,random,1342,14,15,[5.959183673469387],5.959183673469387,85.05217200000001,
165,random,1342,15,16,[6.200526951020408],6.200526951020408,85.05217200000001,
166,random,1342,16,17,[89.96551724137932],89.96551724137932,89.96551724137932,
167,random,1342,17,18,[34.47954524489796],34.47954524489796,89.96551724137932,
168,random,1342,18,19,[104.77466310204082],104.77466310204082,104.77466310204082,
169,random,1342,19,20,[29.081632653061224],29.081632653061224,104.77466310204082,
170,random,1342,20,21,[78.2713674489796],78.2713674489796,104.77466310204082,
171,random,1342,21,22,[6.540759446938775],6.540759446938775,104.77466310204082,
172,random,1342,22,23,[92.13238297959184],92.13238297959184,104.77466310204082,
173,random,1342,23,24,[4.739786081632652],4.739786081632652,104.77466310204082,
174,random,1342,24,25,[6.30467847755102],6.30467847755102,104.77466310204082,
175,random,1342,25,26,[33.7346295],33.7346295,104.77466310204082,
176,random,1342,26,27,[72.87861081632653],72.87861081632653,104.77466310204082,
177,random,1342,27,28,[16.489580454081633],16.489580454081633,104.77466310204082,
178,random,1342,28,29,[6.070411044897959],6.070411044897959,104.77466310204082,
179,random,1342,29,30,[71.49870257142857],71.49870257142857,104.77466310204082,
180,random,1343,0,1,[5.064105548979592],5.064105548979592,5.064105548979592,
181,random,1343,1,2,[10.314328391156462],10.314328391156462,10.314328391156462,
182,random,1343,2,3,[70.89816346938775],70.89816346938775,70.89816346938775,
183,random,1343,3,4,[38.154624081632655],38.154624081632655,70.89816346938775,
184,random,1343,4,5,[8.809863901360544],8.809863901360544,70.89816346938775,
185,random,1343,5,6,[4.597545071428571],4.597545071428571,70.89816346938775,
186,random,1343,6,7,[87.10113565306123],87.10113565306123,87.10113565306123,
187,random,1343,7,8,[13.963189020408164],13.963189020408164,87.10113565306123,
188,random,1343,8,9,[18.400927887755103],18.400927887755103,87.10113565306123,
189,random,1343,9,10,[15.676815642857143],15.676815642857143,87.10113565306123,
190,random,1343,10,11,[15.925294224489797],15.925294224489797,87.10113565306123,
191,random,1343,11,12,[36.483314081632656],36.483314081632656,87.10113565306123,
192,random,1343,12,13,[99.72050628571428],99.72050628571428,99.72050628571428,
193,random,1343,13,14,[33.12521273469388],33.12521273469388,99.72050628571428,
194,random,1343,14,15,[4.7927799551020405],4.7927799551020405,99.72050628571428,
195,random,1343,15,16,[18.831956826530615],18.831956826530615,99.72050628571428,
196,random,1343,16,17,[95.71428571428571],95.71428571428571,99.72050628571428,
197,random,1343,17,18,[11.379993826530612],11.379993826530612,99.72050628571428,
198,random,1343,18,19,[17.142857142857142],17.142857142857142,99.72050628571428,
199,random,1343,19,20,[6.212520406122448],6.212520406122448,99.72050628571428,
200,random,1343,20,21,[86.53061224489795],86.53061224489795,99.72050628571428,
201,random,1343,21,22,[11.73469387755102],11.73469387755102,99.72050628571428,
202,random,1343,22,23,[70.61173771428572],70.61173771428572,99.72050628571428,
203,random,1343,23,24,[71.48390544897958],71.48390544897958,99.72050628571428,
204,random,1343,24,25,[10.878585863945577],10.878585863945577,99.72050628571428,
205,random,1343,25,26,[16.989795918367346],16.989795918367346,99.72050628571428,
206,random,1343,26,27,[16.01995337244898],16.01995337244898,99.72050628571428,
207,random,1343,27,28,[8.699797282312925],8.699797282312925,99.72050628571428,
208,random,1343,28,29,[14.312486974489795],14.312486974489795,99.72050628571428,
209,random,1343,29,30,[5.889494273469388],5.889494273469388,99.72050628571428,
210,random,1344,0,1,[87.95537822448979],87.95537822448979,87.95537822448979,
211,random,1344,1,2,[17.73469387755102],17.73469387755102,87.95537822448979,
212,random,1344,2,3,[40.724432846938775],40.724432846938775,87.95537822448979,
213,random,1344,3,4,[87.07450618367348],87.07450618367348,87.95537822448979,
214,random,1344,4,5,[11.396110955782314],11.396110955782314,87.95537822448979,
215,random,1344,5,6,[14.082741255102041],14.082741255102041,87.95537822448979,
216,random,1344,6,7,[88.16326530612245],88.16326530612245,88.16326530612245,
217,random,1344,7,8,[11.25278211904762],11.25278211904762,88.16326530612245,
218,random,1344,8,9,[16.47950956632653],16.47950956632653,88.16326530612245,
219,random,1344,9,10,[34.59183673469388],34.59183673469388,88.16326530612245,
220,random,1344,10,11,[71.42857142857143],71.42857142857143,88.16326530612245,
221,random,1344,11,12,[10.440113823129252],10.440113823129252,88.16326530612245,
222,random,1344,12,13,[19.48979591836735],19.48979591836735,88.16326530612245,
223,random,1344,13,14,[16.836734693877553],16.836734693877553,88.16326530612245,
224,random,1344,14,15,[55.42857142857143],55.42857142857143,88.16326530612245,
225,random,1344,15,16,[8.94353631292517],8.94353631292517,88.16326530612245,
226,random,1344,16,17,[16.908163265306122],16.908163265306122,88.16326530612245,
227,random,1344,17,18,[70.61173771428572],70.61173771428572,88.16326530612245,
228,random,1344,18,19,[84.20065204081632],84.20065204081632,88.16326530612245,
229,random,1344,19,20,[18.021037336734693],18.021037336734693,88.16326530612245,
230,random,1344,20,21,[8.784165612244898],8.784165612244898,88.16326530612245,
231,random,1344,21,22,[34.64146840816327],34.64146840816327,88.16326530612245,
232,random,1344,22,23,[6.612244897959183],6.612244897959183,88.16326530612245,
233,random,1344,23,24,[47.40461945918367],47.40461945918367,88.16326530612245,
234,random,1344,24,25,[45.0],45.0,88.16326530612245,
235,random,1344,25,26,[37.91005084693878],37.91005084693878,88.16326530612245,
236,random,1344,26,27,[6.497064375510204],6.497064375510204,88.16326530612245,
237,random,1344,27,28,[5.755907273469387],5.755907273469387,88.16326530612245,
238,random,1344,28,29,[35.49189269387755],35.49189269387755,88.16326530612245,
239,random,1344,29,30,[5.816326530612245],5.816326530612245,88.16326530612245,
240,random,1345,0,1,[26.4586916122449],26.4586916122449,26.4586916122449,
241,random,1345,1,2,[12.297965826530612],12.297965826530612,26.4586916122449,
242,random,1345,2,3,[76.55943377551021],76.55943377551021,76.55943377551021,
243,random,1345,3,4,[82.55102040816327],82.55102040816327,82.55102040816327,
244,random,1345,4,5,[83.87755102040816],83.87755102040816,83.87755102040816,
245,random,1345,5,6,[5.786510240816326],5.786510240816326,83.87755102040816,
246,random,1345,6,7,[5.051020408163265],5.051020408163265,83.87755102040816,
247,random,1345,7,8,[76.73469387755102],76.73469387755102,83.87755102040816,
248,random,1345,8,9,[71.48390544897958],71.48390544897958,83.87755102040816,
249,random,1345,9,10,[34.32224909183674],34.32224909183674,83.87755102040816,
250,random,1345,10,11,[5.959183673469387],5.959183673469387,83.87755102040816,
251,random,1345,11,12,[86.53061224489795],86.53061224489795,86.53061224489795,
252,random,1345,12,13,[89.96551724137932],89.96551724137932,89.96551724137932,
253,random,1345,13,14,[5.922400618367346],5.922400618367346,89.96551724137932,
254,random,1345,14,15,[4.2705510061224485],4.2705510061224485,89.96551724137932,
255,random,1345,15,16,[69.94672793877551],69.94672793877551,89.96551724137932,
256,random,1345,16,17,[84.30497789795918],84.30497789795918,89.96551724137932,
257,random,1345,17,18,[35.204081632653065],35.204081632653065,89.96551724137932,
258,random,1345,18,19,[11.73469387755102],11.73469387755102,89.96551724137932,
259,random,1345,19,20,[9.950985234693878],9.950985234693878,89.96551724137932,
260,random,1345,20,21,[5.857142857142857],5.857142857142857,89.96551724137932,
261,random,1345,21,22,[6.540759446938775],6.540759446938775,89.96551724137932,
262,random,1345,22,23,[90.82263965306123],90.82263965306123,90.82263965306123,
263,random,1345,23,24,[33.83613687755103],33.83613687755103,90.82263965306123,
264,random,1345,24,25,[87.95537822448979],87.95537822448979,90.82263965306123,
265,random,1345,25,26,[6.930488902040817],6.930488902040817,90.82263965306123,
266,random,1345,26,27,[87.01425775510204],87.01425775510204,90.82263965306123,
267,random,1345,27,28,[16.246631198979593],16.246631198979593,90.82263965306123,
268,random,1345,28,29,[5.73469387755102],5.73469387755102,90.82263965306123,
269,random,1345,29,30,[26.002738755102044],26.002738755102044,90.82263965306123,
270,random,1346,0,1,[85.51020408163265],85.51020408163265,85.51020408163265,
271,random,1346,1,2,[5.805997334693878],5.805997334693878,85.51020408163265,
272,random,1346,2,3,[90.54982679591836],90.54982679591836,90.54982679591836,
273,random,1346,3,4,[72.83892597959183],72.83892597959183,90.54982679591836,
274,random,1346,4,5,[71.48390544897958],71.48390544897958,90.54982679591836,
275,random,1346,5,6,[18.021037336734693],18.021037336734693,90.54982679591836,
276,random,1346,6,7,[15.002981714285715],15.002981714285715,90.54982679591836,
277,random,1346,7,8,[76.55943377551021],76.55943377551021,90.54982679591836,
278,random,1346,8,9,[20.890144408163266],20.890144408163266,90.54982679591836,
279,random,1346,9,10,[89.96551724137932],89.96551724137932,90.54982679591836,
280,random,1346,10,11,[9.131799727891156],9.131799727891156,90.54982679591836,
281,random,1346,11,12,[82.55102040816327],82.55102040816327,90.54982679591836,
282,random,1346,12,13,[42.04556884693878],42.04556884693878,90.54982679591836,
283,random,1346,13,14,[6.212520406122448],6.212520406122448,90.54982679591836,
284,random,1346,14,15,[16.683673469387756],16.683673469387756,90.54982679591836,
285,random,1346,15,16,[4.339164236734693],4.339164236734693,90.54982679591836,
286,random,1346,16,17,[17.73469387755102],17.73469387755102,90.54982679591836,
287,random,1346,17,18,[4.206534557142857],4.206534557142857,90.54982679591836,
288,random,1346,18,19,[10.733404799319727],10.733404799319727,90.54982679591836,
289,random,1346,19,20,[5.979591836734693],5.979591836734693,90.54982679591836,
290,random,1346,20,21,[5.3178635979591835],5.3178635979591835,90.54982679591836,
291,random,1346,21,22,[78.64854436734694],78.64854436734694,90.54982679591836,
292,random,1346,22,23,[89.56720748979592],89.56720748979592,90.54982679591836,
293,random,1346,23,24,[11.73469387755102],11.73469387755102,90.54982679591836,
294,random,1346,24,25,[114.52809034693878],114.52809034693878,114.52809034693878,
295,random,1346,25,26,[10.671140939597315],10.671140939597315,114.52809034693878,
296,random,1346,26,27,[4.2705510061224485],4.2705510061224485,114.52809034693878,
297,random,1346,27,28,[6.020408163265306],6.020408163265306,114.52809034693878,
298,random,1346,28,29,[12.159902044217688],12.159902044217688,114.52809034693878,
299,random,1346,29,30,[16.489580454081633],16.489580454081633,114.52809034693878,
0,0,1337,0,1,[16.122448979591837],16.122448979591837,16.122448979591837,
1,0,1337,1,2,[0.5514285714285714],0.5514285714285714,16.122448979591837,
2,0,1337,2,3,[55.42857142857143],55.42857142857143,55.42857142857143,
3,0,1337,3,4,[48.42857142857143],48.42857142857143,55.42857142857143,
4,0,1337,4,5,[16.908163265306122],16.908163265306122,55.42857142857143,
5,0,1337,5,6,[27.02040816326531],27.02040816326531,55.42857142857143,
6,0,1337,6,7,[3.127551020408163],3.127551020408163,55.42857142857143,
7,0,1337,7,8,[87.3469387755102],87.3469387755102,87.3469387755102,
8,0,1337,8,9,[98.0689655172414],98.0689655172414,98.0689655172414,
9,0,1337,9,10,[76.13793103448276],76.13793103448276,98.0689655172414,
10,0,1337,10,11,[4.285714285714286],4.285714285714286,98.0689655172414,
11,0,1337,11,12,[70.89816346938775],70.89816346938775,98.0689655172414,
12,0,1337,12,13,[90.0689655172414],90.0689655172414,98.0689655172414,
13,0,1337,13,14,[57.416732918367344],57.416732918367344,98.0689655172414,
14,0,1337,14,15,[1.5204081632653061],1.5204081632653061,98.0689655172414,
15,0,1337,15,16,[84.55172413793103],84.55172413793103,98.0689655172414,
16,0,1337,16,17,[5.981632653061224],5.981632653061224,98.0689655172414,
17,0,1337,17,18,[12.653061224489797],12.653061224489797,98.0689655172414,
18,0,1337,18,19,[42.02040816326531],42.02040816326531,98.0689655172414,
19,0,1337,19,20,[7.312925170068027],7.312925170068027,98.0689655172414,
20,0,1337,20,21,[82.55102040816327],82.55102040816327,98.0689655172414,
21,0,1337,21,22,[98.3061224489796],98.3061224489796,98.3061224489796,
22,0,1337,22,23,[6.040816326530612],6.040816326530612,98.3061224489796,
23,0,1337,23,24,[12.600539841836735],12.600539841836735,98.3061224489796,
24,0,1337,24,25,[82.26530612244899],82.26530612244899,98.3061224489796,
25,0,1337,25,26,[92.63128514285714],92.63128514285714,98.3061224489796,
26,0,1337,26,27,[65.74748173469388],65.74748173469388,98.3061224489796,
27,0,1337,27,28,[3.775510204081632],3.775510204081632,98.3061224489796,
28,0,1337,28,29,[8.908163265306124],8.908163265306124,98.3061224489796,
29,0,1337,29,30,[74.48979591836735],74.48979591836735,98.3061224489796,
30,0,1338,0,1,[33.7346295],33.7346295,33.7346295,
31,0,1338,1,2,[0.5514285714285714],0.5514285714285714,33.7346295,
32,0,1338,2,3,[55.42857142857143],55.42857142857143,55.42857142857143,
33,0,1338,3,4,[48.42857142857143],48.42857142857143,55.42857142857143,
34,0,1338,4,5,[16.908163265306122],16.908163265306122,55.42857142857143,
35,0,1338,5,6,[3.127551020408163],3.127551020408163,55.42857142857143,
36,0,1338,6,7,[5.979591836734693],5.979591836734693,55.42857142857143,
37,0,1338,7,8,[87.3469387755102],87.3469387755102,87.3469387755102,
38,0,1338,8,9,[24.816326530612244],24.816326530612244,87.3469387755102,
39,0,1338,9,10,[98.0689655172414],98.0689655172414,98.0689655172414,
40,0,1338,10,11,[76.13793103448276],76.13793103448276,98.0689655172414,
41,0,1338,11,12,[90.0689655172414],90.0689655172414,98.0689655172414,
42,0,1338,12,13,[85.51020408163265],85.51020408163265,98.0689655172414,
43,0,1338,13,14,[3.775510204081632],3.775510204081632,98.0689655172414,
44,0,1338,14,15,[82.55102040816327],82.55102040816327,98.0689655172414,
45,0,1338,15,16,[8.908163265306124],8.908163265306124,98.0689655172414,
46,0,1338,16,17,[1.5204081632653061],1.5204081632653061,98.0689655172414,
47,0,1338,17,18,[84.55172413793103],84.55172413793103,98.0689655172414,
48,0,1338,18,19,[92.63128514285714],92.63128514285714,98.0689655172414,
49,0,1338,19,20,[12.653061224489797],12.653061224489797,98.0689655172414,
50,0,1338,20,21,[10.341296928327644],10.341296928327644,98.0689655172414,
51,0,1338,21,22,[72.83892597959183],72.83892597959183,98.0689655172414,
52,0,1338,22,23,[7.312925170068027],7.312925170068027,98.0689655172414,
53,0,1338,23,24,[12.600539841836735],12.600539841836735,98.0689655172414,
54,0,1338,24,25,[70.89816346938775],70.89816346938775,98.0689655172414,
55,0,1338,25,26,[98.3061224489796],98.3061224489796,98.3061224489796,
56,0,1338,26,27,[5.981632653061224],5.981632653061224,98.3061224489796,
57,0,1338,27,28,[48.755102040816325],48.755102040816325,98.3061224489796,
58,0,1338,28,29,[65.74748173469388],65.74748173469388,98.3061224489796,
59,0,1338,29,30,[89.96551724137932],89.96551724137932,98.3061224489796,
60,0,1339,0,1,[7.312925170068027],7.312925170068027,7.312925170068027,
61,0,1339,1,2,[12.653061224489797],12.653061224489797,12.653061224489797,
62,0,1339,2,3,[3.127551020408163],3.127551020408163,12.653061224489797,
63,0,1339,3,4,[98.0689655172414],98.0689655172414,98.0689655172414,
64,0,1339,4,5,[55.42857142857143],55.42857142857143,98.0689655172414,
65,0,1339,5,6,[16.510204081632654],16.510204081632654,98.0689655172414,
66,0,1339,6,7,[90.0],90.0,98.0689655172414,
67,0,1339,7,8,[76.13793103448276],76.13793103448276,98.0689655172414,
68,0,1339,8,9,[6.285714285714286],6.285714285714286,98.0689655172414,
69,0,1339,9,10,[90.0689655172414],90.0689655172414,98.0689655172414,
70,0,1339,10,11,[24.816326530612244],24.816326530612244,98.0689655172414,
71,0,1339,11,12,[0.5514285714285714],0.5514285714285714,98.0689655172414,
72,0,1339,12,13,[70.89816346938775],70.89816346938775,98.0689655172414,
73,0,1339,13,14,[3.775510204081632],3.775510204081632,98.0689655172414,
74,0,1339,14,15,[57.416732918367344],57.416732918367344,98.0689655172414,
