,Number of data used,Random_Seed,Iteration,Num_Experiments,Target_Measurements,Target_IterBest,Target_CumBest,Initial_Data
73,0,1339,13,14,[119.10061804970184],119.10061804970184,158.1333799161532,
74,0,1339,14,15,[117.25187832749276],117.25187832749276,158.1333799161532,
75,0,1339,15,16,[135.00685581032218],135.00685581032218,158.1333799161532,
76,0,1339,16,17,[162.45242842752012],162.45242842752012,162.45242842752012,
77,0,1339,17,18,[153.7627062240318],153.7627062240318,162.45242842752012,
78,0,1339,18,19,[139.34604170468722],139.34604170468722,162.45242842752012,
79,0,1339,19,20,[143.56320631279337],143.56320631279337,162.45242842752012,
80,0,1339,20,21,[148.9973261341777],148.9973261341777,162.45242842752012,
81,0,1339,21,22,[137.6825662628294],137.6825662628294,162.45242842752012,
82,0,1339,22,23,[172.9382536276803],172.9382536276803,172.9382536276803,
83,0,1339,23,24,[133.96956615053998],133.96956615053998,172.9382536276803,
84,0,1339,24,25,[172.10145777143768],172.10145777143768,172.9382536276803,
85,0,1339,25,26,[163.68216005041552],163.68216005041552,172.9382536276803,
86,0,1339,26,27,[109.58044587207594],109.58044587207594,172.9382536276803,
87,0,1339,27,28,[156.29592045921626],156.29592045921626,172.9382536276803,
88,0,1339,28,29,[164.95783085754786],164.95783085754786,172.9382536276803,
89,0,1339,29,30,[146.76694916719543],146.76694916719543,172.9382536276803,
90,0,1340,0,1,[135.00685581032218],135.00685581032218,135.00685581032218,
91,0,1340,1,2,[141.23533652070077],141.23533652070077,141.23533652070077,
92,0,1340,2,3,[125.78672619143359],125.78672619143359,141.23533652070077,
93,0,1340,3,4,[106.22927448999997],106.22927448999997,141.23533652070077,
94,0,1340,4,5,[113.4362359562364],113.4362359562364,141.23533652070077,
95,0,1340,5,6,[143.1990010858288],143.1990010858288,143.1990010858288,
96,0,1340,6,7,[122.0447716941213],122.0447716941213,143.1990010858288,
97,0,1340,7,8,[147.49402922192442],147.49402922192442,147.49402922192442,
98,0,1340,8,9,[139.77718748970685],139.77718748970685,147.49402922192442,
99,0,1340,9,10,[117.25187832749276],117.25187832749276,147.49402922192442,
100,0,1340,10,11,[157.3709982220219],157.3709982220219,157.3709982220219,
101,0,1340,11,12,[158.1333799161532],158.1333799161532,158.1333799161532,
102,0,1340,12,13,[151.04621599946466],151.04621599946466,158.1333799161532,
103,0,1340,13,14,[142.20137342601748],142.20137342601748,158.1333799161532,
104,0,1340,14,15,[150.35400489203658],150.35400489203658,158.1333799161532,
105,0,1340,15,16,[119.10061804970184],119.10061804970184,158.1333799161532,
106,0,1340,16,17,[143.56320631279337],143.56320631279337,158.1333799161532,
107,0,1340,17,18,[139.34604170468722],139.34604170468722,158.1333799161532,
108,0,1340,18,19,[152.22068911320298],152.22068911320298,158.1333799161532,
109,0,1340,19,20,[141.99720450911195],141.99720450911195,158.1333799161532,
110,0,1340,20,21,[162.45242842752012],162.45242842752012,162.45242842752012,
111,0,1340,21,22,[153.7627062240318],153.7627062240318,162.45242842752012,
112,0,1340,22,23,[148.9973261341777],148.9973261341777,162.45242842752012,
113,0,1340,23,24,[137.6825662628294],137.6825662628294,162.45242842752012,
114,0,1340,24,25,[172.9382536276803],172.9382536276803,172.9382536276803,
115,0,1340,25,26,[133.96956615053998],133.96956615053998,172.9382536276803,
116,0,1340,26,27,[109.58044587207594],109.58044587207594,172.9382536276803,
117,0,1340,27,28,[172.10145777143768],172.10145777143768,172.9382536276803,
118,0,1340,28,29,[156.29592045921626],156.29592045921626,172.9382536276803,
119,0,1340,29,30,[163.68216005041552],163.68216005041552,172.9382536276803,
120,0,1341,0,1,[123.80899801912258],123.80899801912258,123.80899801912258,
121,0,1341,1,2,[106.22927448999997],106.22927448999997,123.80899801912258,
122,0,1341,2,3,[141.23533652070077],141.23533652070077,141.23533652070077,
123,0,1341,3,4,[143.1990010858288],143.1990010858288,143.1990010858288,
124,0,1341,4,5,[119.10061804970184],119.10061804970184,143.1990010858288,
125,0,1341,5,6,[113.4362359562364],113.4362359562364,143.1990010858288,
126,0,1341,6,7,[147.49402922192442],147.49402922192442,147.49402922192442,
127,0,1341,7,8,[137.6825662628294],137.6825662628294,147.49402922192442,
128,0,1341,8,9,[117.25187832749276],117.25187832749276,147.49402922192442,
129,0,1341,9,10,[157.3709982220219],157.3709982220219,157.3709982220219,
130,0,1341,10,11,[158.1333799161532],158.1333799161532,158.1333799161532,
131,0,1341,11,12,[151.04621599946466],151.04621599946466,158.1333799161532,
132,0,1341,12,13,[125.78672619143359],125.78672619143359,158.1333799161532,
133,0,1341,13,14,[135.00685581032218],135.00685581032218,158.1333799161532,
134,0,1341,14,15,[150.35400489203658],150.35400489203658,158.1333799161532,
135,0,1341,15,16,[143.56320631279337],143.56320631279337,158.1333799161532,
136,0,1341,16,17,[152.22068911320298],152.22068911320298,158.1333799161532,
137,0,1341,17,18,[139.34604170468722],139.34604170468722,158.1333799161532,
138,0,1341,18,19,[141.99720450911195],141.99720450911195,158.1333799161532,
139,0,1341,19,20,[142.20137342601748],142.20137342601748,158.1333799161532,
140,0,1341,20,21,[162.45242842752012],162.45242842752012,162.45242842752012,
141,0,1341,21,22,[153.7627062240318],153.7627062240318,162.45242842752012,
142,0,1341,22,23,[148.9973261341777],148.9973261341777,162.45242842752012,
143,0,1341,23,24,[109.58044587207594],109.58044587207594,162.45242842752012,
144,0,1341,24,25,[172.9382536276803],172.9382536276803,172.9382536276803,
145,0,1341,25,26,[83.16394518020323],83.16394518020323,172.9382536276803,
146,0,1341,26,27,[156.29592045921626],156.29592045921626,172.9382536276803,
147,0,1341,27,28,[172.10145777143768],172.10145777143768,172.9382536276803,
148,0,1341,28,29,[164.95783085754786],164.95783085754786,172.9382536276803,
149,0,1341,29,30,[163.68216005041552],163.68216005041552,172.9382536276803,
150,0,1342,0,1,[150.79684372186182],150.79684372186182,150.79684372186182,
151,0,1342,1,2,[141.23533652070077],141.23533652070077,150.79684372186182,
152,0,1342,2,3,[106.22927448999997],106.22927448999997,150.79684372186182,
153,0,1342,3,4,[125.78672619143359],125.78672619143359,150.79684372186182,
154,0,1342,4,5,[113.4362359562364],113.4362359562364,150.79684372186182,
155,0,1342,5,6,[122.0447716941213],122.0447716941213,150.79684372186182,
156,0,1342,6,7,[142.20137342601748],142.20137342601748,150.79684372186182,
157,0,1342,7,8,[147.49402922192442],147.49402922192442,150.79684372186182,
158,0,1342,8,9,[137.6825662628294],137.6825662628294,150.79684372186182,
159,0,1342,9,10,[117.25187832749276],117.25187832749276,150.79684372186182,
160,0,1342,10,11,[139.34604170468722],139.34604170468722,150.79684372186182,
161,0,1342,11,12,[157.3709982220219],157.3709982220219,157.3709982220219,
162,0,1342,12,13,[151.04621599946466],151.04621599946466,157.3709982220219,
163,0,1342,13,14,[135.00685581032218],135.00685581032218,157.3709982220219,
164,0,1342,14,15,[119.10061804970184],119.10061804970184,157.3709982220219,
165,0,1342,15,16,[158.1333799161532],158.1333799161532,158.1333799161532,
166,0,1342,16,17,[152.22068911320298],152.22068911320298,158.1333799161532,
167,0,1342,17,18,[150.35400489203658],150.35400489203658,158.1333799161532,
168,0,1342,18,19,[143.56320631279337],143.56320631279337,158.1333799161532,
169,0,1342,19,20,[141.99720450911195],141.99720450911195,158.1333799161532,
170,0,1342,20,21,[162.45242842752012],162.45242842752012,162.45242842752012,
171,0,1342,21,22,[153.7627062240318],153.7627062240318,162.45242842752012,
172,0,1342,22,23,[148.9973261341777],148.9973261341777,162.45242842752012,
173,0,1342,23,24,[133.96956615053998],133.96956615053998,162.45242842752012,
174,0,1342,24,25,[172.9382536276803],172.9382536276803,172.9382536276803,
175,0,1342,25,26,[172.10145777143768],172.10145777143768,172.9382536276803,
176,0,1342,26,27,[156.29592045921626],156.29592045921626,172.9382536276803,
177,0,1342,27,28,[109.58044587207594],109.58044587207594,172.9382536276803,
178,0,1342,28,29,[164.95783085754786],164.95783085754786,172.9382536276803,
179,0,1342,29,30,[146.76694916719543],146.76694916719543,172.9382536276803,
180,0,1343,0,1,[125.78672619143359],125.78672619143359,125.78672619143359,
181,0,1343,1,2,[141.23533652070077],141.23533652070077,141.23533652070077,
182,0,1343,2,3,[106.22927448999997],106.22927448999997,141.23533652070077,
183,0,1343,3,4,[143.1990010858288],143.1990010858288,143.1990010858288,
184,0,1343,4,5,[113.4362359562364],113.4362359562364,143.1990010858288,
185,0,1343,5,6,[122.0447716941213],122.0447716941213,143.1990010858288,
186,0,1343,6,7,[117.25187832749276],117.25187832749276,143.1990010858288,
187,0,1343,7,8,[157.3709982220219],157.3709982220219,157.3709982220219,
188,0,1343,8,9,[158.1333799161532],158.1333799161532,158.1333799161532,
189,0,1343,9,10,[151.04621599946466],151.04621599946466,158.1333799161532,
190,0,1343,10,11,[150.35400489203658],150.35400489203658,158.1333799161532,
191,0,1343,11,12,[135.00685581032218],135.00685581032218,158.1333799161532,
192,0,1343,12,13,[119.10061804970184],119.10061804970184,158.1333799161532,
193,0,1343,13,14,[143.56320631279337],143.56320631279337,158.1333799161532,
194,0,1343,14,15,[137.6825662628294],137.6825662628294,158.1333799161532,
195,0,1343,15,16,[152.22068911320298],152.22068911320298,158.1333799161532,
196,0,1343,16,17,[141.99720450911195],141.99720450911195,158.1333799161532,
197,0,1343,17,18,[142.20137342601748],142.20137342601748,158.1333799161532,
198,0,1343,18,19,[162.45242842752012],162.45242842752012,162.45242842752012,
199,0,1343,19,20,[153.7627062240318],153.7627062240318,162.45242842752012,
200,0,1343,20,21,[139.34604170468722],139.34604170468722,162.45242842752012,
201,0,1343,21,22,[148.9973261341777],148.9973261341777,162.45242842752012,
202,0,1343,22,23,[172.9382536276803],172.9382536276803,172.9382536276803,
203,0,1343,23,24,[133.96956615053998],133.96956615053998,172.9382536276803,
204,0,1343,24,25,[109.58044587207594],109.58044587207594,172.9382536276803,
205,0,1343,25,26,[164.95783085754786],164.95783085754786,172.9382536276803,
206,0,1343,26,27,[172.10145777143768],172.10145777143768,172.9382536276803,
207,0,1343,27,28,[156.29592045921626],156.29592045921626,172.9382536276803,
208,0,1343,28,29,[147.49402922192442],147.49402922192442,172.9382536276803,
209,0,1343,29,30,[163.68216005041552],163.68216005041552,172.9382536276803,
210,0,1344,0,1,[124.33296115997209],124.33296115997209,124.33296115997209,
211,0,1344,1,2,[106.22927448999997],106.22927448999997,124.33296115997209,
212,0,1344,2,3,[141.23533652070077],141.23533652070077,141.23533652070077,
213,0,1344,3,4,[143.1990010858288],143.1990010858288,143.1990010858288,
214,0,1344,4,5,[119.10061804970184],119.10061804970184,143.1990010858288,
215,0,1344,5,6,[113.4362359562364],113.4362359562364,143.1990010858288,
216,0,1344,6,7,[117.25187832749276],117.25187832749276,143.1990010858288,
217,0,1344,7,8,[147.49402922192442],147.49402922192442,147.49402922192442,
218,0,1344,8,9,[137.6825662628294],137.6825662628294,147.49402922192442,
219,0,1344,9,10,[157.3709982220219],157.3709982220219,157.3709982220219,
220,0,1344,10,11,[158.1333799161532],158.1333799161532,158.1333799161532,
221,0,1344,11,12,[151.04621599946466],151.04621599946466,158.1333799161532,
222,0,1344,12,13,[125.78672619143359],125.78672619143359,158.1333799161532,
223,0,1344,13,14,[135.00685581032218],135.00685581032218,158.1333799161532,
224,0,1344,14,15,[150.35400489203658],150.35400489203658,158.1333799161532,
225,0,1344,15,16,[143.56320631279337],143.56320631279337,158.1333799161532,
226,0,1344,16,17,[152.22068911320298],152.22068911320298,158.1333799161532,
227,0,1344,17,18,[139.34604170468722],139.34604170468722,158.1333799161532,
228,0,1344,18,19,[141.99720450911195],141.99720450911195,158.1333799161532,
229,0,1344,19,20,[142.20137342601748],142.20137342601748,158.1333799161532,
230,0,1344,20,21,[162.45242842752012],162.45242842752012,162.45242842752012,
231,0,1344,21,22,[153.7627062240318],153.7627062240318,162.45242842752012,
232,0,1344,22,23,[148.9973261341777],148.9973261341777,162.45242842752012,
233,0,1344,23,24,[172.9382536276803],172.9382536276803,172.9382536276803,
234,0,1344,24,25,[109.58044587207594],109.58044587207594,172.9382536276803,
235,0,1344,25,26,[172.10145777143768],172.10145777143768,172.9382536276803,
236,0,1344,26,27,[164.95783085754786],164.95783085754786,172.9382536276803,
237,0,1344,27,28,[156.29592045921626],156.29592045921626,172.9382536276803,
238,0,1344,28,29,[163.68216005041552],163.68216005041552,172.9382536276803,
239,0,1344,29,30,[146.76694916719543],146.76694916719543,172.9382536276803,
240,0,1345,0,1,[134.92790723134476],134.92790723134476,134.92790723134476,
241,0,1345,1,2,[106.22927448999997],106.22927448999997,134.92790723134476,
242,0,1345,2,3,[141.23533652070077],141.23533652070077,141.23533652070077,
243,0,1345,3,4,[143.1990010858288],143.1990010858288,143.1990010858288,
244,0,1345,4,5,[113.4362359562364],113.4362359562364,143.1990010858288,
245,0,1345,5,6,[137.6825662628294],137.6825662628294,143.1990010858288,
246,0,1345,6,7,[125.78672619143359],125.78672619143359,143.1990010858288,
247,0,1345,7,8,[122.0447716941213],122.0447716941213,143.1990010858288,
248,0,1345,8,9,[117.25187832749276],117.25187832749276,143.1990010858288,
249,0,1345,9,10,[157.3709982220219],157.3709982220219,157.3709982220219,
250,0,1345,10,11,[158.1333799161532],158.1333799161532,158.1333799161532,
251,0,1345,11,12,[151.04621599946466],151.04621599946466,158.1333799161532,
252,0,1345,12,13,[150.35400489203658],150.35400489203658,158.1333799161532,
253,0,1345,13,14,[135.00685581032218],135.00685581032218,158.1333799161532,
254,0,1345,14,15,[119.10061804970184],119.10061804970184,158.1333799161532,
255,0,1345,15,16,[142.20137342601748],142.20137342601748,158.1333799161532,
256,0,1345,16,17,[152.22068911320298],152.22068911320298,158.1333799161532,
257,0,1345,17,18,[143.56320631279337],143.56320631279337,158.1333799161532,
258,0,1345,18,19,[139.34604170468722],139.34604170468722,158.1333799161532,
259,0,1345,19,20,[141.99720450911195],141.99720450911195,158.1333799161532,
260,0,1345,20,21,[162.45242842752012],162.45242842752012,162.45242842752012,
261,0,1345,21,22,[153.7627062240318],153.7627062240318,162.45242842752012,
262,0,1345,22,23,[148.9973261341777],148.9973261341777,162.45242842752012,
263,0,1345,23,24,[172.9382536276803],172.9382536276803,172.9382536276803,
264,0,1345,24,25,[133.96956615053998],133.96956615053998,172.9382536276803,
265,0,1345,25,26,[164.95783085754786],164.95783085754786,172.9382536276803,
266,0,1345,26,27,[172.10145777143768],172.10145777143768,172.9382536276803,
267,0,1345,27,28,[156.29592045921626],156.29592045921626,172.9382536276803,
268,0,1345,28,29,[146.76694916719543],146.76694916719543,172.9382536276803,
269,0,1345,29,30,[139.78164266941704],139.78164266941704,172.9382536276803,
270,0,1346,0,1,[122.3984434787847],122.3984434787847,122.3984434787847,
271,0,1346,1,2,[106.22927448999997],106.22927448999997,122.3984434787847,
272,0,1346,2,3,[141.23533652070077],141.23533652070077,141.23533652070077,
273,0,1346,3,4,[143.1990010858288],143.1990010858288,143.1990010858288,
274,0,1346,4,5,[113.4362359562364],113.4362359562364,143.1990010858288,
275,0,1346,5,6,[147.49402922192442],147.49402922192442,147.49402922192442,
276,0,1346,6,7,[125.78672619143359],125.78672619143359,147.49402922192442,
277,0,1346,7,8,[137.6825662628294],137.6825662628294,147.49402922192442,
278,0,1346,8,9,[117.25187832749276],117.25187832749276,147.49402922192442,
279,0,1346,9,10,[157.3709982220219],157.3709982220219,157.3709982220219,
280,0,1346,10,11,[158.1333799161532],158.1333799161532,158.1333799161532,
281,0,1346,11,12,[151.04621599946466],151.04621599946466,158.1333799161532,
282,0,1346,12,13,[150.35400489203658],150.35400489203658,158.1333799161532,
283,0,1346,13,14,[135.00685581032218],135.00685581032218,158.1333799161532,
284,0,1346,14,15,[152.22068911320298],152.22068911320298,158.1333799161532,
285,0,1346,15,16,[119.10061804970184],119.10061804970184,158.1333799161532,
286,0,1346,16,17,[142.20137342601748],142.20137342601748,158.1333799161532,
287,0,1346,17,18,[139.34604170468722],139.34604170468722,158.1333799161532,
288,0,1346,18,19,[162.45242842752012],162.45242842752012,162.45242842752012,
289,0,1346,19,20,[141.99720450911195],141.99720450911195,162.45242842752012,
290,0,1346,20,21,[153.7627062240318],153.7627062240318,162.45242842752012,
291,0,1346,21,22,[143.56320631279337],143.56320631279337,162.45242842752012,
292,0,1346,22,23,[148.9973261341777],148.9973261341777,162.45242842752012,
293,0,1346,23,24,[133.96956615053998],133.96956615053998,162.45242842752012,
294,0,1346,24,25,[172.9382536276803],172.9382536276803,172.9382536276803,
295,0,1346,25,26,[109.58044587207594],109.58044587207594,172.9382536276803,
296,0,1346,26,27,[172.10145777143768],172.10145777143768,172.9382536276803,
297,0,1346,27,28,[156.29592045921626],156.29592045921626,172.9382536276803,
298,0,1346,28,29,[164.95783085754786],164.95783085754786,172.9382536276803,
299,0,1346,29,30,[146.76694916719543],146.76694916719543,172.9382536276803,
0,5,1337,0,1,[141.23533652070077],141.23533652070077,141.23533652070077,0.0
1,5,1337,1,2,[106.22927448999997],106.22927448999997,141.23533652070077,0.0
2,5,1337,2,3,[139.77718748970685],139.77718748970685,141.23533652070077,0.0
3,5,1337,3,4,[119.10061804970184],119.10061804970184,141.23533652070077,0.0
4,5,1337,4,5,[122.0447716941213],122.0447716941213,141.23533652070077,0.0
5,5,1337,5,6,[117.25187832749276],117.25187832749276,141.23533652070077,0.0
6,5,1337,6,7,[113.4362359562364],113.4362359562364,141.23533652070077,0.0
7,5,1337,7,8,[157.3709982220219],157.3709982220219,157.3709982220219,0.0
8,5,1337,8,9,[125.78672619143359],125.78672619143359,157.3709982220219,0.0
9,5,1337,9,10,[158.1333799161532],158.1333799161532,158.1333799161532,0.0
10,5,1337,10,11,[150.35400489203658],150.35400489203658,158.1333799161532,0.0
11,5,1337,11,12,[172.10145777143768],172.10145777143768,172.10145777143768,0.0
12,5,1337,12,13,[151.04621599946466],151.04621599946466,172.10145777143768,0.0
13,5,1337,13,14,[139.34604170468722],139.34604170468722,172.10145777143768,0.0
14,5,1337,14,15,[148.9973261341777],148.9973261341777,172.10145777143768,0.0
15,5,1337,15,16,[156.29592045921626],156.29592045921626,172.10145777143768,0.0
16,5,1337,16,17,[146.76694916719543],146.76694916719543,172.10145777143768,0.0
17,5,1337,17,18,[152.22068911320298],152.22068911320298,172.10145777143768,0.0
18,5,1337,18,19,[143.56320631279337],143.56320631279337,172.10145777143768,0.0
19,5,1337,19,20,[139.78164266941704],139.78164266941704,172.10145777143768,0.0
20,5,1337,20,21,[143.75696615970708],143.75696615970708,172.10145777143768,0.0
21,5,1337,21,22,[143.50927187424523],143.50927187424523,172.10145777143768,0.0
22,5,1337,22,23,[148.38798148885505],148.38798148885505,172.10145777143768,0.0
23,5,1337,23,24,[150.79684372186182],150.79684372186182,172.10145777143768,0.0
24,5,1337,24,25,[157.2601275502924],157.2601275502924,172.10145777143768,0.0
25,5,1337,25,26,[146.1499068352464],146.1499068352464,172.10145777143768,0.0
26,5,1337,26,27,[153.81739983748278],153.81739983748278,172.10145777143768,0.0
27,5,1337,27,28,[164.95783085754786],164.95783085754786,172.10145777143768,0.0
28,5,1337,28,29,[158.10035989792027],158.10035989792027,172.10145777143768,0.0
29,5,1337,29,30,[155.4607999734539],155.4607999734539,172.10145777143768,0.0
30,5,1337,0,1,[141.23533652070077],141.23533652070077,141.23533652070077,1.0
31,5,1337,1,2,[139.77718748970685],139.77718748970685,141.23533652070077,1.0
32,5,1337,2,3,[106.22927448999997],106.22927448999997,141.23533652070077,1.0
33,5,1337,3,4,[119.10061804970184],119.10061804970184,141.23533652070077,1.0
34,5,1337,4,5,[122.0447716941213],122.0447716941213,141.23533652070077,1.0
35,5,1337,5,6,[117.25187832749276],117.25187832749276,141.23533652070077,1.0
36,5,1337,6,7,[113.4362359562364],113.4362359562364,141.23533652070077,1.0
37,5,1337,7,8,[158.1333799161532],158.1333799161532,158.1333799161532,1.0
38,5,1337,8,9,[157.3709982220219],157.3709982220219,158.1333799161532,1.0
39,5,1337,9,10,[125.78672619143359],125.78672619143359,158.1333799161532,1.0
40,5,1337,10,11,[150.35400489203658],150.35400489203658,158.1333799161532,1.0
41,5,1337,11,12,[172.10145777143768],172.10145777143768,172.10145777143768,1.0
42,5,1337,12,13,[151.04621599946466],151.04621599946466,172.10145777143768,1.0
43,5,1337,13,14,[139.34604170468722],139.34604170468722,172.10145777143768,1.0
44,5,1337,14,15,[148.9973261341777],148.9973261341777,172.10145777143768,1.0
45,5,1337,15,16,[143.56320631279337],143.56320631279337,172.10145777143768,1.0
46,5,1337,16,17,[156.29592045921626],156.29592045921626,172.10145777143768,1.0
47,5,1337,17,18,[146.76694916719543],146.76694916719543,172.10145777143768,1.0
48,5,1337,18,19,[141.99720450911195],141.99720450911195,172.10145777143768,1.0
49,5,1337,19,20,[152.22068911320298],152.22068911320298,172.10145777143768,1.0
50,5,1337,20,21,[139.78164266941704],139.78164266941704,172.10145777143768,1.0
51,5,1337,21,22,[133.96956615053998],133.96956615053998,172.10145777143768,1.0
52,5,1337,22,23,[143.75696615970708],143.75696615970708,172.10145777143768,1.0
53,5,1337,23,24,[143.50927187424523],143.50927187424523,172.10145777143768,1.0
54,5,1337,24,25,[148.38798148885505],148.38798148885505,172.10145777143768,1.0
55,5,1337,25,26,[150.79684372186182],150.79684372186182,172.10145777143768,1.0
56,5,1337,26,27,[157.2601275502924],157.2601275502924,172.10145777143768,1.0
57,5,1337,27,28,[146.1499068352464],146.1499068352464,172.10145777143768,1.0
58,5,1337,28,29,[153.81739983748278],153.81739983748278,172.10145777143768,1.0
59,5,1337,29,30,[164.95783085754786],164.95783085754786,172.10145777143768,1.0
60,5,1337,0,1,[106.22927448999997],106.22927448999997,106.22927448999997,2.0
61,5,1337,1,2,[141.23533652070077],141.23533652070077,141.23533652070077,2.0
62,5,1337,2,3,[143.1990010858288],143.1990010858288,143.1990010858288,2.0
63,5,1337,3,4,[125.78672619143359],125.78672619143359,143.1990010858288,2.0
64,5,1337,4,5,[113.4362359562364],113.4362359562364,143.1990010858288,2.0
65,5,1337,5,6,[117.25187832749276],117.25187832749276,143.1990010858288,2.0
66,5,1337,6,7,[122.0447716941213],122.0447716941213,143.1990010858288,2.0
67,5,1337,7,8,[157.3709982220219],157.3709982220219,157.3709982220219,2.0
68,5,1337,8,9,[119.10061804970184],119.10061804970184,157.3709982220219,2.0
69,5,1337,9,10,[158.1333799161532],158.1333799161532,158.1333799161532,2.0
70,5,1337,10,11,[150.35400489203658],150.35400489203658,158.1333799161532,2.0
71,5,1337,11,12,[172.10145777143768],172.10145777143768,172.10145777143768,2.0
72,5,1337,12,13,[151.04621599946466],151.04621599946466,172.10145777143768,2.0
73,5,1337,13,14,[137.6825662628294],137.6825662628294,172.10145777143768,2.0
74,5,1337,14,15,[148.9973261341777],148.9973261341777,172.10145777143768,2.0
75,5,1337,15,16,[156.29592045921626],156.29592045921626,172.10145777143768,2.0
76,5,1337,16,17,[146.76694916719543],146.76694916719543,172.10145777143768,2.0
77,5,1337,17,18,[152.22068911320298],152.22068911320298,172.10145777143768,2.0
78,5,1337,18,19,[139.34604170468722],139.34604170468722,172.10145777143768,2.0
79,5,1337,19,20,[139.78164266941704],139.78164266941704,172.10145777143768,2.0
80,5,1337,20,21,[143.75696615970708],143.75696615970708,172.10145777143768,2.0
81,5,1337,21,22,[143.50927187424523],143.50927187424523,172.10145777143768,2.0
82,5,1337,22,23,[148.38798148885505],148.38798148885505,172.10145777143768,2.0
83,5,1337,23,24,[150.79684372186182],150.79684372186182,172.10145777143768,2.0
84,5,1337,24,25,[157.2601275502924],157.2601275502924,172.10145777143768,2.0
85,5,1337,25,26,[146.1499068352464],146.1499068352464,172.10145777143768,2.0
86,5,1337,26,27,[153.81739983748278],153.81739983748278,172.10145777143768,2.0
87,5,1337,27,28,[164.95783085754786],164.95783085754786,172.10145777143768,2.0
88,5,1337,28,29,[158.10035989792027],158.10035989792027,172.10145777143768,2.0
89,5,1337,29,30,[155.4607999734539],155.4607999734539,172.10145777143768,2.0
90,5,1337,0,1,[125.78672619143359],125.78672619143359,125.78672619143359,3.0
91,5,1337,1,2,[141.23533652070077],141.23533652070077,141.23533652070077,3.0
92,5,1337,2,3,[106.22927448999997],106.22927448999997,141.23533652070077,3.0
93,5,1337,3,4,[143.1990010858288],143.1990010858288,143.1990010858288,3.0
94,5,1337,4,5,[113.4362359562364],113.4362359562364,143.1990010858288,3.0
95,5,1337,5,6,[117.25187832749276],117.25187832749276,143.1990010858288,3.0
96,5,1337,6,7,[122.0447716941213],122.0447716941213,143.1990010858288,3.0
97,5,1337,7,8,[157.3709982220219],157.3709982220219,157.3709982220219,3.0
98,5,1337,8,9,[119.10061804970184],119.10061804970184,157.3709982220219,3.0
99,5,1337,9,10,[158.1333799161532],158.1333799161532,158.1333799161532,3.0
100,5,1337,10,11,[150.35400489203658],150.35400489203658,158.1333799161532,3.0
101,5,1337,11,12,[151.04621599946466],151.04621599946466,158.1333799161532,3.0
102,5,1337,12,13,[137.6825662628294],137.6825662628294,158.1333799161532,3.0
103,5,1337,13,14,[139.34604170468722],139.34604170468722,158.1333799161532,3.0
104,5,1337,14,15,[172.10145777143768],172.10145777143768,172.10145777143768,3.0
105,5,1337,15,16,[141.99720450911195],141.99720450911195,172.10145777143768,3.0
106,5,1337,16,17,[121.92929330241844],121.92929330241844,172.10145777143768,3.0
107,5,1337,17,18,[148.9973261341777],148.9973261341777,172.10145777143768,3.0
108,5,1337,18,19,[133.96956615053998],133.96956615053998,172.10145777143768,3.0
109,5,1337,19,20,[156.29592045921626],156.29592045921626,172.10145777143768,3.0
110,5,1337,20,21,[146.76694916719543],146.76694916719543,172.10145777143768,3.0
111,5,1337,21,22,[109.58044587207594],109.58044587207594,172.10145777143768,3.0
112,5,1337,22,23,[152.22068911320298],152.22068911320298,172.10145777143768,3.0
113,5,1337,23,24,[139.78164266941704],139.78164266941704,172.10145777143768,3.0
114,5,1337,24,25,[143.75696615970708],143.75696615970708,172.10145777143768,3.0
115,5,1337,25,26,[143.50927187424523],143.50927187424523,172.10145777143768,3.0
116,5,1337,26,27,[148.38798148885505],148.38798148885505,172.10145777143768,3.0
117,5,1337,27,28,[150.79684372186182],150.79684372186182,172.10145777143768,3.0
118,5,1337,28,29,[157.2601275502924],157.2601275502924,172.10145777143768,3.0
119,5,1337,29,30,[146.1499068352464],146.1499068352464,172.10145777143768,3.0
120,5,1337,0,1,[141.23533652070077],141.23533652070077,141.23533652070077,4.0
121,5,1337,1,2,[139.77718748970685],139.77718748970685,141.23533652070077,4.0
122,5,1337,2,3,[119.10061804970184],119.10061804970184,141.23533652070077,4.0
123,5,1337,3,4,[106.22927448999997],106.22927448999997,141.23533652070077,4.0
124,5,1337,4,5,[122.0447716941213],122.0447716941213,141.23533652070077,4.0
125,5,1337,5,6,[117.25187832749276],117.25187832749276,141.23533652070077,4.0
126,5,1337,6,7,[113.4362359562364],113.4362359562364,141.23533652070077,4.0
127,5,1337,7,8,[157.3709982220219],157.3709982220219,157.3709982220219,4.0
128,5,1337,8,9,[158.1333799161532],158.1333799161532,158.1333799161532,4.0
129,5,1337,9,10,[125.78672619143359],125.78672619143359,158.1333799161532,4.0
130,5,1337,10,11,[150.35400489203658],150.35400489203658,158.1333799161532,4.0
131,5,1337,11,12,[172.10145777143768],172.10145777143768,172.10145777143768,4.0
132,5,1337,12,13,[151.04621599946466],151.04621599946466,172.10145777143768,4.0
133,5,1337,13,14,[139.34604170468722],139.34604170468722,172.10145777143768,4.0
134,5,1337,14,15,[148.9973261341777],148.9973261341777,172.10145777143768,4.0
135,5,1337,15,16,[141.99720450911195],141.99720450911195,172.10145777143768,4.0
136,5,1337,16,17,[156.29592045921626],156.29592045921626,172.10145777143768,4.0
137,5,1337,17,18,[146.76694916719543],146.76694916719543,172.10145777143768,4.0
